POC,E,h,epsilon,L, avgU, energyU, avgV, energyV
155, 45, 27.9689, 0, 108, 132, 17, 124, 14
156, 45, 23.7327, 0, 108, 132, 16, 124, 14
157, 45, 28.2733, 0, 108, 132, 17, 124, 14
158, 45, 14.3177, 0, 108, 132, 16, 124, 14
159, 45, 18.9239, 0, 109, 132, 16, 124, 14
160, 45, 15.9273, 0, 109, 132, 16, 124, 13
161, 45, 19.5002, 0, 109, 132, 16, 124, 14
162, 45, 14.8776, 0, 109, 132, 17, 124, 14
163, 46, 10.3067, 0, 109, 132, 17, 124, 14
164, 45, 17.9486, 0, 109, 132, 16, 124, 14
165, 46, 24.4794, 0, 109, 132, 17, 124, 14
166, 46, 14.7072, 0, 109, 132, 17, 124, 15
167, 47, 13.4721, 0, 109, 132, 17, 124, 14
168, 45, 24.7166, 0, 109, 132, 16, 124, 14
169, 46, 25.0982, 0, 109, 132, 17, 124, 14
170, 46, 15.8856, 0, 109, 132, 17, 124, 14
171, 25, 221.624, 23.1656, 103, 143, 16, 118, 8
172, 25, 21.3975, 0.90243, 103, 143, 16, 118, 8
173, 24, 34.0495, 0, 103, 144, 15, 118, 8
174, 24, 29.1222, 0, 103, 144, 15, 118, 8
175, 24, 29.0636, 0, 103, 144, 15, 118, 8
176, 25, 31.0012, 0, 103, 144, 16, 118, 7
177, 24, 29.6666, 0, 103, 144, 15, 118, 7
178, 24, 31.9685, 0, 103, 144, 15, 118, 7
179, 24, 29.9897, 0, 103, 144, 15, 118, 7
180, 25, 27.1389, 0, 103, 144, 15, 118, 7
181, 25, 22.7663, 0, 103, 144, 15, 118, 7
182, 25, 23.145, 0, 103, 144, 15, 118, 7
183, 25, 19.3011, 0, 103, 144, 15, 118, 7
184, 24, 22.3347, 0, 103, 144, 15, 118, 7
185, 25, 31.1438, 0, 103, 144, 15, 118, 7
186, 25, 26.3467, 0, 103, 144, 16, 118, 7
187, 26, 23.0954, 0, 103, 144, 16, 118, 8
188, 26, 23.7954, 0, 103, 144, 16, 118, 7
189, 26, 24.573, 0, 103, 144, 16, 118, 8
190, 26, 22.1055, 0, 103, 144, 16, 118, 8
191, 26, 25.5677, 0, 103, 144, 16, 118, 8
192, 25, 21.6824, 0, 103, 144, 17, 118, 8
193, 25, 15.7003, 0, 103, 144, 17, 118, 9
194, 25, 20.5083, 0, 103, 144, 17, 118, 9
195, 23, 30.2635, 0, 103, 144, 16, 118, 9
196, 21, 44.2711, 0, 103, 144, 16, 118, 8
197, 21, 49.4116, 0, 103, 144, 15, 118, 8
198, 22, 48.1006, 0, 103, 144, 16, 118, 8
199, 22, 44.3807, 0, 103, 144, 16, 118, 8
200, 22, 43.9487, 0, 103, 144, 16, 118, 8
201, 22, 43.5306, 0, 103, 144, 16, 118, 8
202, 22, 45.1059, 0, 103, 144, 16, 118, 8
203, 23, 44.5843, 0, 103, 144, 16, 118, 8
204, 25, 37.5674, 0, 103, 144, 17, 118, 9
205, 25, 21.6775, 0, 103, 144, 17, 118, 9
206, 26, 17.0518, 0, 103, 144, 17, 118, 9
207, 26, 15.3848, 0, 103, 144, 17, 118, 8
208, 25, 21.7371, 0, 103, 143, 17, 118, 8
209, 26, 23.873, 0, 103, 143, 17, 118, 8
210, 26, 24.9449, 0, 103, 143, 17, 118, 9
211, 26, 19.0292, 0, 103, 143, 17, 118, 9
212, 26, 21.8688, 0, 103, 143, 17, 118, 9
213, 26, 21.4995, 0, 103, 143, 17, 118, 9
214, 26, 33.3015, 0, 103, 143, 17, 118, 9
215, 27, 17.4343, 0, 103, 143, 17, 118, 9
216, 25, 20.9522, 0, 103, 143, 17, 118, 9
217, 25, 32.1633, 0, 103, 143, 17, 118, 9
218, 25, 36.1847, 0, 103, 143, 17, 118, 9
219, 26, 27.969, 0, 103, 143, 17, 118, 9
220, 27, 25.829, 0, 103, 143, 17, 118, 9
221, 27, 13.6006, 0, 103, 143, 17, 118, 9
222, 27, 20.6951, 0, 103, 143, 17, 118, 9
223, 27, 21.4636, 0, 103, 143, 17, 118, 9
224, 27, 12.2059, 0, 103, 143, 17, 118, 9
225, 27, 12.5405, 0, 103, 143, 17, 118, 9
226, 27, 13.7106, 0, 103, 143, 17, 118, 9
227, 27, 11.8573, 0, 103, 143, 17, 118, 9
228, 28, 13.0979, 0, 103, 143, 17, 118, 9
229, 28, 12.6528, 0, 103, 143, 17, 118, 9
230, 28, 18.1556, 0, 103, 143, 17, 118, 9
231, 28, 13.1119, 0, 103, 143, 17, 118, 9
232, 27, 7.1209, 0, 103, 143, 17, 118, 9
233, 28, 16.4599, 0, 103, 143, 17, 118, 9
234, 28, 12.9823, 0, 103, 143, 17, 118, 9
235, 28, 23.8127, 0, 103, 143, 17, 118, 9
236, 28, 16.3246, 0, 103, 143, 17, 118, 9
237, 28, 13.0886, 0, 103, 143, 17, 118, 9
238, 28, 15.1704, 0, 103, 143, 17, 118, 9
239, 29, 10.7558, 0, 103, 143, 17, 118, 9
240, 28, 14.2366, 0, 103, 143, 17, 118, 10
241, 29, 16.5232, 0, 103, 143, 19, 118, 11
242, 29, 17.2757, 0, 103, 143, 18, 118, 11
243, 30, 14.0128, 0, 103, 143, 19, 118, 11
244, 29, 15.9582, 0, 103, 143, 18, 118, 11
245, 30, 11.8772, 0, 103, 143, 19, 118, 11
246, 29, 13.1388, 0, 103, 143, 18, 118, 10
247, 29, 15.1095, 0, 103, 143, 18, 118, 10
248, 27, 27.7775, 0, 103, 143, 18, 118, 10
249, 26, 39.2819, 0, 103, 143, 18, 118, 10
250, 27, 38.4668, 0, 103, 143, 18, 118, 10
251, 26, 32.7359, 0, 103, 143, 18, 118, 10
252, 26, 38.66, 0, 103, 143, 18, 118, 10
253, 27, 35.7734, 0, 103, 143, 19, 118, 11
254, 28, 24.5787, 0, 103, 143, 18, 118, 10
255, 27, 25.4953, 0, 103, 144, 19, 118, 11
256, 27, 20.2799, 0, 103, 144, 18, 118, 10
257, 28, 24.3038, 0, 103, 144, 19, 118, 11
258, 0, 138.81, -2.47408e+09, 45, 128, 0, 128, 0
259, 0, 0, -0, 45, 128, 0, 128, 0
260, 0, 0, 0, 45, 128, 0, 128, 0
261, 0, 0, 0, 45, 128, 0, 128, 0
262, 0, 0, 0, 45, 128, 0, 128, 0
263, 0, 0, 0, 45, 128, 0, 128, 0
264, 0, 0.0462554, 0, 45, 128, 0, 128, 0
265, 0, 0.00837418, -0, 45, 128, 0, 128, 0
266, 0, 0.00179739, -0, 45, 128, 0, 128, 0
267, 0, 0, -0, 45, 128, 0, 128, 0
268, 0, 0, 0, 45, 128, 0, 128, 0
269, 0, 0, 0, 45, 128, 0, 128, 0
270, 0, 0, 0, 45, 128, 0, 128, 0
271, 0, 0, 0, 45, 128, 0, 128, 0
272, 0, 0, 0, 45, 128, 0, 128, 0
273, 0, 0.000108932, 0, 45, 128, 0, 128, 0
274, 1, 3.67703, -0, 45, 128, 0, 128, 0
275, 1, 2.76224, 0, 45, 128, 0, 128, 0
276, 2, 3.10413, 0.362025, 45, 128, 0, 128, 0
277, 2, 2.66878, 0, 45, 128, 0, 128, 0
278, 3, 2.99552, 0, 45, 128, 0, 128, 0
279, 3, 2.79318, 0, 45, 128, 0, 128, 0
280, 4, 2.96701, 0, 45, 128, 0, 128, 0
281, 5, 2.91705, 0, 45, 128, 0, 128, 0
282, 5, 2.97313, 0, 45, 128, 0, 128, 0
283, 6, 3.48058, 0, 45, 128, 0, 128, 0
284, 6, 2.82733, 0, 45, 128, 0, 128, 0
285, 7, 3.26849, 0, 45, 128, 0, 128, 0
286, 8, 2.98226, 0, 45, 128, 0, 128, 0
287, 8, 3.14108, 0, 46, 128, 0, 128, 0
288, 9, 4.91078, 0, 46, 128, 0, 128, 0
289, 10, 2.24402, 0, 46, 128, 0, 128, 0
290, 10, 3.18686, 0, 46, 128, 0, 128, 0
291, 11, 2.84081, 0, 46, 128, 0, 128, 0
292, 12, 3.27248, 0, 46, 128, 0, 128, 0
293, 12, 2.84925, 0, 46, 128, 0, 128, 0
294, 13, 3.19962, 0, 46, 128, 0, 128, 0
295, 13, 2.87557, 0, 46, 128, 0, 128, 0
296, 14, 3.13403, 0, 46, 128, 0, 128, 0
297, 15, 3.15941, 0, 46, 128, 0, 128, 0
298, 15, 3.01601, 0, 46, 128, 0, 128, 0
299, 16, 3.10241, 0, 46, 128, 0, 128, 0
300, 16, 2.92994, 0, 46, 128, 0, 128, 0
301, 17, 3.12083, 0, 46, 128, 0, 128, 0
302, 18, 2.98461, 0, 46, 128, 0, 128, 0
303, 18, 3.34875, 0, 46, 128, 0, 128, 0
304, 18, 0.0361792, 0, 46, 128, 0, 128, 0
305, 18, 0, 0, 46, 128, 0, 128, 0
306, 18, 0.0105392, 0, 46, 128, 0, 128, 0
307, 18, 0, 0, 46, 128, 0, 128, 0
308, 18, 0, 0, 46, 128, 0, 128, 0
309, 18, 0, 0, 46, 128, 0, 128, 0
310, 18, 0.00261438, 0, 46, 128, 0, 128, 0
311, 18, 0, 0, 46, 128, 0, 128, 0
312, 18, 0.243287, 0, 46, 128, 0, 128, 0
313, 18, 0.012323, 0, 46, 128, 0, 128, 0
314, 18, 0.00742102, 0, 46, 128, 0, 128, 0
315, 18, 0.000122549, 0, 46, 128, 0, 128, 0
316, 18, 0, 0, 46, 128, 0, 128, 0
317, 18, 0, 0, 46, 128, 0, 128, 0
318, 18, 0, 0, 46, 128, 0, 128, 0
319, 18, 0.000299564, 0, 46, 128, 0, 128, 0
320, 18, 0, 0, 46, 128, 0, 128, 0
321, 18, 0.00251906, 0, 46, 128, 0, 128, 0
322, 18, 0.00047658, 0, 46, 128, 0, 128, 0
323, 18, 0.000204248, 0, 46, 128, 0, 128, 0
324, 18, 0.000612745, 0, 46, 128, 0, 128, 0
325, 18, 0.00039488, 0, 46, 128, 0, 128, 0
326, 18, 0.000217865, 0, 46, 128, 0, 128, 0
327, 18, 0.000217865, 0, 46, 128, 0, 128, 0
328, 18, 0.00909586, 0, 46, 128, 0, 128, 0
329, 18, 0, 0, 46, 128, 0, 128, 0
330, 18, 0, 0, 46, 128, 0, 128, 0
331, 18, 0, 0, 46, 128, 0, 128, 0
332, 18, 0, 0, 46, 128, 0, 128, 0
333, 18, 0, 0, 46, 128, 0, 128, 0
334, 18, 0, 0, 46, 128, 0, 128, 0
335, 18, 0, 0, 46, 128, 0, 128, 0
336, 18, 0.0244281, 0, 46, 128, 0, 128, 0
337, 18, 0.0121596, 0, 46, 128, 0, 128, 0
338, 18, 0.00740741, 0, 46, 128, 0, 128, 0
339, 18, 0, 0, 46, 128, 0, 128, 0
340, 18, 0, 0, 46, 128, 0, 128, 0
341, 18, 0, 0, 46, 128, 0, 128, 0
342, 18, 0, 0, 46, 128, 0, 128, 0
343, 18, 0, 0, 46, 128, 0, 128, 0
344, 18, 0, 0, 46, 128, 0, 128, 0
345, 18, 0.0020561, 0, 46, 128, 0, 128, 0
346, 18, 0.000354031, 0, 46, 128, 0, 128, 0
347, 18, 0.000612745, 0, 46, 128, 0, 128, 0
348, 18, 0.000708061, 0, 46, 128, 0, 128, 0
349, 18, 0.000122549, 0, 46, 128, 0, 128, 0
350, 18, 9.53159e-05, 0, 46, 128, 0, 128, 0
351, 18, 0.000217865, 0, 46, 128, 0, 128, 0
352, 18, 0.00889161, 0, 46, 128, 0, 128, 0
353, 18, 0, 0, 46, 128, 0, 128, 0
354, 18, 0, 0, 46, 128, 0, 128, 0
355, 18, 0, 0, 46, 128, 0, 128, 0
356, 18, 0, 0, 46, 128, 0, 128, 0
357, 18, 0, 0, 46, 128, 0, 128, 0
358, 18, 0, 0, 46, 128, 0, 128, 0
359, 18, 0, 0, 46, 128, 0, 128, 0
360, 18, 0.0244281, 0, 46, 128, 0, 128, 0
361, 18, 0.012323, 0, 46, 128, 0, 128, 0
362, 18, 0.00742102, 0, 46, 128, 0, 128, 0
363, 18, 0.000122549, 0, 46, 128, 0, 128, 0
364, 18, 0, 0, 46, 128, 0, 128, 0
365, 18, 0, 0, 46, 128, 0, 128, 0
366, 18, 0, 0, 46, 128, 0, 128, 0
367, 18, 0.000299564, 0, 46, 128, 0, 128, 0
368, 18, 0, 0, 46, 128, 0, 128, 0
369, 18, 0.00251906, 0, 46, 128, 0, 128, 0
370, 18, 0.00047658, 0, 46, 128, 0, 128, 0
371, 18, 0.000204248, 0, 46, 128, 0, 128, 0
372, 18, 0.000612745, 0, 46, 128, 0, 128, 0
373, 18, 0.00039488, 0, 46, 128, 0, 128, 0
374, 18, 0.000217865, 0, 46, 128, 0, 128, 0
375, 18, 0.000217865, 0, 46, 128, 0, 128, 0
376, 18, 0.00909586, 0, 46, 128, 0, 128, 0
377, 18, 0, 0, 46, 128, 0, 128, 0
378, 18, 0, 0, 46, 128, 0, 128, 0
379, 18, 0, 0, 46, 128, 0, 128, 0
380, 18, 0, 0, 46, 128, 0, 128, 0
381, 18, 0, 0, 46, 128, 0, 128, 0
382, 18, 0, 0, 46, 128, 0, 128, 0
383, 18, 0, 0, 46, 128, 0, 128, 0
384, 18, 0.0244281, 0, 46, 128, 0, 128, 0
385, 18, 0.012323, 0, 46, 128, 0, 128, 0
386, 18, 0.00742102, 0, 46, 128, 0, 128, 0
387, 18, 0.000122549, 0, 46, 128, 0, 128, 0
388, 18, 0, 0, 46, 128, 0, 128, 0
389, 18, 0, 0, 46, 128, 0, 128, 0
390, 18, 0, 0, 46, 128, 0, 128, 0
391, 18, 0.000299564, 0, 46, 128, 0, 128, 0
392, 18, 0, 0, 46, 128, 0, 128, 0
393, 18, 0.00251906, 0, 46, 128, 0, 128, 0
394, 18, 0.00047658, 0, 46, 128, 0, 128, 0
395, 18, 0.000204248, 0, 46, 128, 0, 128, 0
396, 18, 0.000612745, 0, 46, 128, 0, 128, 0
397, 18, 0.00039488, 0, 46, 128, 0, 128, 0
398, 18, 0.000217865, 0, 46, 128, 0, 128, 0
399, 18, 0.000217865, 0, 46, 128, 0, 128, 0
400, 18, 0.00909586, 0, 46, 128, 0, 128, 0
401, 18, 0, 0, 46, 128, 0, 128, 0
402, 18, 0, 0, 46, 128, 0, 128, 0
403, 18, 0, 0, 46, 128, 0, 128, 0
404, 18, 0, 0, 46, 128, 0, 128, 0
405, 18, 0, 0, 46, 128, 0, 128, 0
406, 18, 0, 0, 46, 128, 0, 128, 0
407, 18, 0, 0, 46, 128, 0, 128, 0
408, 18, 0.0440359, 0, 46, 128, 0, 128, 0
409, 18, 0.0137936, 0, 46, 128, 0, 128, 0
410, 20, 6.62624, 0, 47, 128, 0, 128, 0
411, 21, 6.34845, 0, 47, 128, 0, 128, 0
412, 22, 6.76019, 0, 47, 128, 0, 128, 0
413, 24, 6.55238, 0, 47, 128, 0, 128, 0
414, 25, 6.48489, 0, 47, 128, 0, 128, 0
415, 26, 6.63363, 0, 47, 128, 0, 128, 0
416, 27, 6.57327, 0, 47, 128, 0, 128, 0
417, 29, 6.8143, 0, 47, 128, 0, 128, 0
418, 30, 6.43725, 0, 47, 128, 0, 128, 0
419, 31, 6.80776, 0, 48, 128, 0, 128, 0
420, 31, 0.00201525, 0, 48, 128, 0, 128, 0
421, 31, 0.000558279, 0, 48, 128, 0, 128, 0
422, 31, 0.000340414, 0, 48, 128, 0, 128, 0
423, 31, 0.0025463, 0, 48, 128, 0, 128, 0
424, 31, 0.0113154, 0, 48, 128, 0, 128, 0
425, 31, 0, 0, 48, 128, 0, 128, 0
426, 31, 0.00162037, 0, 48, 128, 0, 128, 0
427, 31, 0, 0, 48, 128, 0, 128, 0
428, 31, 0, 0, 48, 128, 0, 128, 0
429, 31, 0, 0, 48, 128, 0, 128, 0
430, 31, 0.000149782, 0, 48, 128, 0, 128, 0
431, 31, 0, 0, 48, 128, 0, 128, 0
432, 31, 0.178976, 0, 48, 128, 0, 128, 0
433, 31, 0.0318219, 0, 48, 128, 0, 128, 0
434, 31, 0.0184777, 0, 48, 128, 0, 128, 0
435, 31, 0.000136166, 0, 48, 128, 0, 128, 0
436, 31, 0, 0, 48, 128, 0, 128, 0
437, 31, 0.000381264, 0, 48, 128, 0, 128, 0
438, 31, 5.44662e-05, 0, 48, 128, 0, 128, 0
439, 31, 5.44662e-05, 0, 48, 128, 0, 128, 0
440, 31, 0.000612745, 0, 48, 128, 0, 128, 0
441, 31, 0.00295479, 0, 48, 128, 0, 128, 0
442, 31, 0.000626362, 0, 48, 128, 0, 128, 0
443, 31, 0.000517429, 0, 48, 128, 0, 128, 0
444, 31, 0.000258715, 0, 48, 128, 0, 128, 0
445, 31, 0.00117102, 0, 48, 128, 0, 128, 0
446, 31, 0.00083061, 0, 48, 128, 0, 128, 0
447, 31, 0.00179739, 0, 48, 128, 0, 128, 0
448, 31, 0.0158633, 0, 48, 128, 0, 128, 0
449, 31, 0, 0, 48, 128, 0, 128, 0
450, 31, 0.00138889, 0, 48, 128, 0, 128, 0
451, 31, 0, 0, 48, 128, 0, 128, 0
452, 31, 0, 0, 48, 128, 0, 128, 0
453, 31, 0, 0, 48, 128, 0, 128, 0
454, 31, 0, 0, 48, 128, 0, 128, 0
455, 31, 0, 0, 48, 128, 0, 128, 0
456, 31, 0.059409, 0, 48, 128, 0, 128, 0
457, 31, 0.0318219, 0, 48, 128, 0, 128, 0
458, 31, 0.0184777, 0, 48, 128, 0, 128, 0
459, 31, 0.000136166, 0, 48, 128, 0, 128, 0
460, 31, 0, 0, 48, 128, 0, 128, 0
461, 31, 0.000381264, 0, 48, 128, 0, 128, 0
462, 31, 5.44662e-05, 0, 48, 128, 0, 128, 0
463, 31, 5.44662e-05, 0, 48, 128, 0, 128, 0
464, 31, 0.000612745, 0, 48, 128, 0, 128, 0
465, 31, 0.00295479, 0, 48, 128, 0, 128, 0
466, 31, 0.000626362, 0, 48, 128, 0, 128, 0
467, 31, 0.000517429, 0, 48, 128, 0, 128, 0
468, 31, 0.000258715, 0, 48, 128, 0, 128, 0
469, 31, 0.00117102, 0, 48, 128, 0, 128, 0
470, 31, 0.00083061, 0, 48, 128, 0, 128, 0
471, 31, 0.00179739, 0, 48, 128, 0, 128, 0
472, 31, 0.0158633, 0, 48, 128, 0, 128, 0
473, 31, 0, 0, 48, 128, 0, 128, 0
474, 31, 0.00138889, 0, 48, 128, 0, 128, 0
475, 31, 0, 0, 48, 128, 0, 128, 0
476, 31, 0, 0, 48, 128, 0, 128, 0
477, 31, 0, 0, 48, 128, 0, 128, 0
478, 31, 0, 0, 48, 128, 0, 128, 0
479, 31, 0, 0, 48, 128, 0, 128, 0
480, 31, 0.059409, 0, 48, 128, 0, 128, 0
481, 31, 0.0318219, 0, 48, 128, 0, 128, 0
482, 31, 0.0184777, 0, 48, 128, 0, 128, 0
483, 31, 0.000136166, 0, 48, 128, 0, 128, 0
484, 31, 0, 0, 48, 128, 0, 128, 0
