POC,E,h,epsilon,L, avgU, energyU, avgV, energyV
155, 37, 19.2632, 0, 114, 132, 23, 124, 16
156, 37, 14.0775, 0, 114, 132, 24, 124, 16
157, 36, 22.3382, 0, 114, 132, 23, 124, 16
158, 38, 22.3755, 0, 114, 132, 24, 124, 16
159, 37, 20.8917, 0, 114, 132, 23, 124, 16
160, 35, 30.0959, 0, 114, 132, 23, 124, 16
161, 36, 37.1534, 0, 114, 132, 24, 124, 17
162, 37, 23.2268, 0, 114, 132, 24, 124, 17
163, 38, 28.8991, 0, 114, 132, 25, 124, 17
164, 37, 17.6918, 0, 114, 132, 24, 124, 17
165, 38, 18.7661, 0, 114, 132, 24, 124, 17
166, 38, 18.0739, 0, 114, 132, 24, 124, 17
167, 38, 13.3426, 0, 114, 132, 24, 124, 17
168, 35, 28.6823, 0, 114, 132, 22, 124, 16
169, 36, 13.4482, 0, 114, 132, 23, 124, 16
170, 36, 13.9227, 0, 114, 132, 23, 124, 16
171, 36, 12.7366, 0, 114, 132, 23, 124, 16
172, 37, 17.5314, 0, 114, 132, 23, 124, 16
173, 36, 21.7729, 0, 114, 132, 23, 124, 16
174, 37, 10.8483, 0, 114, 132, 23, 124, 16
175, 36, 18.912, 0, 114, 132, 23, 124, 16
176, 37, 18.8294, 0, 114, 132, 23, 124, 16
177, 36, 19.1152, 0, 114, 132, 22, 124, 16
178, 36, 28.3333, 0, 114, 132, 23, 124, 16
179, 36, 28.4403, 0, 114, 132, 23, 124, 16
180, 36, 20.5603, 0, 114, 132, 23, 124, 16
181, 35, 37.0355, 0, 114, 132, 22, 124, 15
182, 37, 29.8554, 0, 114, 132, 23, 124, 16
183, 35, 24.7964, 0, 114, 132, 22, 124, 16
184, 36, 31.0025, 0, 114, 132, 23, 124, 16
185, 37, 14.1007, 0, 114, 132, 23, 124, 16
186, 38, 18.8811, 0, 114, 132, 23, 124, 16
187, 38, 16.3263, 0, 114, 132, 24, 124, 16
188, 37, 16.7357, 0, 114, 132, 24, 124, 16
189, 38, 15.7161, 0, 114, 132, 24, 124, 16
190, 38, 12.9658, 0, 114, 132, 24, 124, 16
191, 38, 10.5354, 0, 114, 132, 24, 124, 16
192, 35, 26.3258, 0, 114, 132, 21, 124, 15
193, 36, 10.5089, 0, 114, 132, 22, 124, 15
194, 36, 16.8848, 0, 114, 132, 22, 124, 15
195, 36, 18.0571, 0, 114, 132, 22, 124, 15
196, 37, 13.9162, 0, 114, 132, 22, 124, 15
197, 36, 14.5196, 0, 114, 132, 22, 124, 15
198, 37, 13.9065, 0, 114, 132, 23, 124, 15
199, 37, 14.9167, 0, 114, 132, 22, 124, 15
200, 36, 24.9758, 0, 114, 132, 22, 124, 15
201, 37, 26.4973, 0, 114, 132, 22, 124, 15
202, 37, 12.6966, 0, 114, 132, 22, 124, 15
203, 36, 22.5647, 0, 114, 132, 22, 124, 15
204, 37, 26.8544, 0, 114, 132, 22, 124, 15
205, 37, 18.4497, 0, 114, 132, 22, 124, 15
206, 36, 26.3291, 0, 114, 132, 22, 124, 15
207, 36, 28.9231, 0, 114, 132, 22, 124, 15
208, 36, 13.5873, 0, 114, 132, 22, 123, 15
209, 37, 25.3604, 0, 114, 132, 23, 123, 16
210, 37, 21.3789, 0, 114, 132, 23, 123, 16
211, 37, 21.4704, 0, 114, 132, 23, 123, 16
212, 37, 31.5993, 0, 114, 132, 23, 124, 16
213, 38, 19.2325, 0, 114, 132, 23, 124, 16
214, 38, 24.527, 0, 114, 132, 23, 124, 16
215, 38, 18.6976, 0, 114, 132, 24, 124, 16
216, 33, 36.6807, 0, 114, 132, 21, 124, 15
217, 34, 34.5107, 0, 114, 132, 22, 124, 15
218, 35, 36.2123, 0, 114, 132, 23, 124, 16
219, 36, 29.5089, 0, 114, 132, 23, 124, 16
220, 35, 32.5803, 0, 114, 132, 23, 124, 16
221, 36, 34.487, 0, 114, 132, 23, 124, 16
222, 36, 21.3521, 0, 114, 132, 23, 124, 16
223, 36, 25.0933, 0, 114, 132, 22, 124, 16
224, 37, 15.0397, 0, 114, 132, 23, 124, 16
225, 37, 19.8093, 0, 114, 132, 23, 124, 16
226, 38, 12.6393, 0, 114, 132, 23, 124, 16
227, 36, 12.0165, 0, 114, 132, 23, 124, 16
228, 37, 28.3159, 0, 114, 132, 23, 124, 16
229, 36, 23.3577, 0, 114, 132, 22, 124, 16
230, 37, 18.6467, 0, 114, 132, 23, 124, 16
231, 36, 14.0063, 0, 114, 132, 22, 124, 16
232, 36, 12.3229, 0, 114, 132, 22, 124, 16
233, 36, 17.5161, 0, 114, 132, 23, 124, 16
234, 37, 29.8664, 0, 114, 132, 23, 124, 16
235, 38, 17.5229, 0, 114, 132, 24, 124, 16
236, 38, 18.5324, 0, 114, 132, 23, 124, 16
237, 38, 17.2313, 0, 114, 132, 23, 124, 16
238, 38, 19.5702, 0, 114, 132, 23, 124, 16
239, 38, 12.7974, 0, 114, 132, 24, 124, 17
240, 35, 34.3012, 0, 114, 132, 21, 124, 15
241, 36, 21.3478, 0, 114, 132, 22, 124, 15
242, 37, 14.9453, 0, 114, 132, 22, 124, 15
243, 36, 16.7776, 0, 114, 132, 22, 124, 15
244, 37, 24.5833, 0, 114, 132, 23, 124, 16
245, 66, 299.716, 4.51526, 110, 130, 15, 128, 13
246, 66, 0.76235, 0.880834, 110, 130, 15, 128, 13
247, 66, 0.858333, 0, 111, 130, 15, 128, 13
248, 66, 0.870901, 0, 110, 130, 15, 128, 13
249, 65, 4.70877, 0, 111, 130, 15, 128, 13
250, 65, 3.78218, 0, 111, 130, 15, 128, 13
251, 65, 2.06503, 0, 111, 130, 15, 128, 13
252, 65, 2.25142, 0, 110, 130, 15, 128, 13
253, 64, 3.59961, 0, 111, 130, 15, 128, 12
254, 64, 2.75148, 0, 111, 130, 15, 128, 12
255, 65, 3.46718, 0, 111, 130, 15, 128, 12
256, 65, 4.87443, 0, 111, 130, 15, 128, 12
257, 66, 1.14819, 0, 111, 130, 15, 128, 13
258, 66, 5.07432, 0, 111, 130, 15, 128, 13
259, 66, 1.61189, 0, 111, 130, 15, 128, 13
260, 67, 7.98365, 0, 111, 130, 16, 128, 13
261, 67, 3.11505, 0, 111, 130, 16, 128, 13
262, 67, 7.20004, 0, 111, 130, 16, 128, 13
263, 67, 2.9777, 0, 111, 130, 16, 128, 13
264, 67, 13.7662, 0, 111, 130, 19, 128, 15
265, 67, 7.925, 0, 111, 130, 19, 128, 16
266, 67, 6.47057, 0, 111, 130, 19, 128, 16
267, 67, 6.42062, 0, 111, 130, 19, 128, 16
268, 67, 7.55082, 0, 111, 129, 19, 128, 16
269, 67, 6.7462, 0, 111, 129, 19, 128, 16
270, 67, 6.20483, 0, 111, 129, 19, 128, 16
271, 67, 6.52727, 0, 112, 129, 19, 128, 16
272, 68, 7.58385, 0, 111, 129, 20, 128, 16
273, 67, 9.84428, 0, 112, 129, 19, 128, 16
274, 67, 7.63584, 0, 112, 129, 19, 128, 16
275, 67, 7.15086, 0, 112, 129, 19, 128, 16
276, 68, 8.53336, 0, 112, 129, 19, 128, 16
277, 68, 6.67376, 0, 112, 129, 19, 128, 16
278, 68, 6.45208, 0, 112, 129, 19, 128, 16
279, 68, 6.62072, 0, 112, 129, 19, 128, 16
280, 68, 5.60705, 0, 111, 129, 19, 128, 16
281, 68, 3.81253, 0, 111, 129, 20, 128, 16
282, 69, 4.54636, 0, 111, 129, 20, 128, 16
283, 69, 3.55026, 0, 111, 129, 20, 128, 16
284, 68, 6.05569, 0, 111, 129, 19, 128, 16
285, 69, 3.62885, 0, 111, 129, 20, 128, 16
286, 69, 5.61152, 0, 111, 129, 20, 128, 16
287, 69, 3.17595, 0, 111, 129, 20, 128, 16
288, 68, 11.9095, 0, 111, 129, 19, 128, 16
289, 68, 6.53298, 0, 111, 129, 19, 128, 16
290, 67, 6.3977, 0, 111, 129, 19, 128, 16
291, 67, 5.21506, 0, 111, 129, 19, 128, 16
292, 67, 5.56295, 0, 110, 129, 19, 128, 16
293, 67, 6.14766, 0, 111, 129, 19, 128, 16
294, 67, 5.38156, 0, 110, 129, 19, 128, 16
295, 67, 5.54965, 0, 110, 129, 19, 128, 16
296, 68, 7.24089, 0, 110, 129, 19, 128, 16
297, 67, 8.87849, 0, 110, 129, 19, 128, 16
298, 66, 6.08596, 0, 110, 129, 19, 128, 16
299, 66, 5.67906, 0, 110, 129, 19, 128, 16
300, 67, 6.38377, 0, 110, 129, 19, 128, 16
301, 66, 5.46006, 0, 110, 129, 19, 128, 16
302, 67, 5.28728, 0, 110, 129, 19, 128, 16
303, 67, 5.70704, 0, 110, 129, 19, 128, 16
304, 68, 6.90934, 0, 110, 129, 19, 128, 16
305, 68, 4.20575, 0, 110, 129, 20, 128, 16
306, 68, 6.99336, 0, 110, 129, 20, 128, 16
307, 68, 4.12669, 0, 110, 129, 20, 128, 16
308, 68, 9.12147, 0, 110, 129, 20, 128, 16
309, 68, 4.16058, 0, 110, 129, 20, 128, 16
310, 69, 5.63396, 0, 110, 129, 20, 128, 16
311, 69, 3.06762, 0, 110, 129, 20, 128, 17
312, 68, 11.2834, 0, 110, 129, 19, 128, 16
313, 68, 2.44684, 0, 110, 129, 19, 128, 16
314, 68, 2.31863, 0, 110, 129, 19, 128, 16
315, 68, 3.57891, 0, 110, 129, 19, 128, 16
316, 68, 3.24365, 0, 110, 129, 20, 128, 16
317, 68, 3.75754, 0, 110, 129, 19, 128, 16
318, 68, 3.27628, 0, 110, 129, 19, 128, 16
319, 67, 4.4463, 0, 110, 129, 19, 128, 16
320, 68, 5.19632, 0, 110, 129, 20, 128, 16
321, 67, 7.40961, 0, 110, 129, 19, 128, 16
322, 67, 5.564, 0, 110, 129, 19, 128, 16
323, 66, 6.37145, 0, 110, 129, 19, 128, 16
324, 67, 6.41582, 0, 110, 129, 19, 128, 16
325, 67, 5.44414, 0, 110, 129, 19, 128, 16
326, 67, 5.38818, 0, 110, 129, 19, 128, 16
327, 67, 6.77429, 0, 110, 129, 19, 128, 16
328, 68, 7.22323, 0, 110, 129, 19, 128, 16
329, 68, 3.61514, 0, 110, 129, 19, 128, 16
330, 68, 6.49021, 0, 111, 129, 20, 128, 16
331, 69, 4.69129, 0, 111, 129, 20, 128, 16
332, 69, 7.5671, 0, 111, 129, 20, 128, 16
333, 69, 5.57731, 0, 111, 129, 20, 128, 16
334, 69, 6.74334, 0, 111, 129, 20, 128, 16
335, 69, 5.1162, 0, 111, 129, 20, 128, 16
336, 68, 13.4455, 0, 111, 129, 20, 128, 16
337, 68, 4.7844, 0, 111, 129, 20, 128, 16
338, 68, 5.04785, 0, 111, 129, 20, 128, 16
339, 68, 6.31517, 0, 111, 129, 20, 128, 16
340, 68, 6.36609, 0, 111, 129, 20, 128, 16
341, 67, 9.80478, 0, 111, 129, 19, 128, 16
342, 68, 8.99794, 0, 111, 129, 19, 128, 16
343, 68, 7.46607, 0, 111, 129, 19, 128, 16
344, 68, 7.98962, 0, 111, 129, 20, 128, 16
345, 68, 8.72914, 0, 112, 129, 19, 128, 16
346, 68, 8.41871, 0, 111, 129, 19, 128, 16
347, 68, 8.31272, 0, 112, 129, 19, 128, 16
348, 68, 8.81744, 0, 111, 129, 19, 128, 16
349, 68, 9.53478, 0, 112, 129, 19, 128, 16
350, 68, 9.83611, 0, 112, 129, 19, 128, 16
351, 69, 9.59237, 0, 112, 129, 19, 128, 16
352, 69, 9.36993, 0, 112, 129, 20, 128, 16
353, 69, 8.76477, 0, 112, 129, 20, 128, 16
354, 69, 10.792, 0, 112, 129, 20, 128, 16
355, 69, 9.10648, 0, 112, 129, 20, 128, 16
356, 69, 12.4384, 0, 112, 129, 20, 128, 16
357, 69, 8.7909, 0, 112, 129, 20, 128, 16
358, 69, 10.6298, 0, 111, 129, 20, 128, 16
359, 69, 7.6374, 0, 111, 129, 20, 128, 16
360, 68, 15.5684, 0, 111, 129, 19, 128, 16
361, 68, 7.07842, 0, 111, 129, 19, 128, 16
362, 68, 6.8518, 0, 111, 129, 19, 128, 16
363, 68, 7.27708, 0, 111, 129, 19, 128, 16
364, 68, 7.722, 0, 111, 129, 19, 128, 16
365, 68, 9.01211, 0, 111, 129, 19, 128, 16
366, 68, 8.61616, 0, 111, 129, 19, 128, 16
367, 68, 8.21717, 0, 111, 129, 19, 128, 16
368, 68, 8.756, 0, 111, 129, 19, 128, 16
369, 67, 9.79225, 0, 111, 129, 19, 128, 16
370, 67, 8.54286, 0, 111, 129, 19, 128, 16
371, 67, 8.27286, 0, 111, 129, 19, 128, 16
372, 67, 8.21792, 0, 111, 129, 19, 128, 16
373, 67, 7.51046, 0, 111, 129, 19, 128, 16
374, 67, 6.93728, 0, 111, 129, 19, 128, 16
375, 68, 7.57288, 0, 111, 129, 19, 128, 16
376, 68, 6.92266, 0, 111, 129, 19, 128, 16
377, 68, 5.85822, 0, 111, 129, 19, 128, 16
378, 21, 287.507, 150.899, 86, 129, 15, 127, 6
379, 24, 30.12, 0.876502, 86, 129, 17, 127, 7
380, 20, 32.8013, 0, 86, 129, 14, 127, 6
381, 23, 31.2483, 0, 85, 129, 16, 127, 7
382, 23, 27.3839, 0, 85, 129, 17, 127, 7
383, 24, 27.3085, 0, 85, 129, 19, 127, 8
384, 17, 40.6069, 0.878846, 85, 129, 18, 127, 8
385, 19, 26.9345, 0, 85, 129, 17, 127, 8
386, 20, 26.6578, 0, 85, 129, 17, 127, 8
387, 19, 26.5226, 0, 85, 129, 15, 127, 7
388, 19, 28.347, 0, 85, 129, 18, 127, 8
389, 19, 29.2966, 0, 85, 129, 14, 127, 7
390, 19, 28.9462, 0, 85, 129, 16, 127, 7
391, 18, 28.8064, 0, 85, 129, 14, 127, 6
392, 18, 29.2642, 0, 86, 129, 17, 127, 8
393, 18, 29.8796, 0, 86, 129, 14, 127, 6
394, 18, 32.5439, 0, 87, 129, 16, 127, 7
395, 19, 33.5806, 0, 87, 129, 14, 127, 6
396, 19, 34.967, 0, 88, 129, 17, 127, 7
397, 19, 35.504, 0, 88, 129, 14, 127, 6
398, 19, 35.6059, 0, 88, 129, 16, 127, 6
399, 19, 36.9263, 0, 88, 129, 14, 127, 6
400, 16, 38.1353, 0, 89, 129, 15, 127, 6
401, 21, 43.623, 0, 90, 129, 18, 127, 8
402, 21, 41.4799, 0, 90, 129, 18, 127, 8
403, 23, 44.1109, 0, 91, 129, 20, 127, 8
404, 20, 47.2879, 0, 92, 128, 17, 128, 7
405, 23, 48.2469, 0, 93, 128, 19, 128, 7
406, 23, 49.8416, 0, 94, 128, 18, 128, 7
407, 25, 50.5233, 0, 94, 128, 19, 128, 7
408, 20, 56.8607, 0, 94, 128, 19, 128, 8
409, 22, 49.8241, 0, 94, 128, 17, 128, 8
410, 23, 48.9047, 0, 94, 128, 16, 128, 7
411, 23, 47.7107, 0, 94, 128, 15, 128, 7
412, 23, 49.0327, 0, 94, 128, 17, 128, 7
413, 23, 47.1494, 0, 94, 128, 14, 128, 7
414, 24, 43.4119, 0, 94, 127, 15, 128, 7
415, 23, 42.8059, 0, 94, 127, 15, 128, 7
416, 22, 45.39, 0, 94, 127, 17, 128, 7
417, 24, 45.1088, 0, 94, 127, 14, 128, 7
418, 25, 42.1921, 0, 94, 127, 17, 128, 8
419, 24, 41.7632, 0, 94, 127, 15, 128, 7
420, 23, 42.5807, 0, 94, 127, 16, 128, 7
421, 24, 41.9315, 0, 94, 127, 15, 128, 7
422, 23, 38.3903, 0, 93, 127, 15, 128, 7
423, 23, 37.1277, 0, 93, 127, 15, 128, 7
424, 21, 37.4917, 0, 93, 127, 15, 128, 6
425, 22, 37.5571, 0, 93, 127, 18, 128, 7
426, 21, 38.9819, 0, 93, 127, 17, 128, 7
427, 24, 39.8178, 0, 93, 127, 18, 128, 7
428, 21, 41.3308, 0, 92, 127, 17, 128, 6
429, 23, 39.1885, 0, 92, 127, 17, 128, 7
430, 21, 40.1847, 0, 93, 127, 16, 128, 6
431, 24, 40.2211, 0, 93, 127, 17, 128, 7
432, 19, 43.776, 0, 93, 127, 16, 128, 7
433, 20, 34.2702, 0, 93, 127, 15, 128, 7
434, 20, 33.7105, 0, 93, 127, 15, 128, 6
435, 21, 34.1776, 0, 94, 127, 14, 128, 6
436, 20, 35.0435, 0, 94, 127, 15, 128, 6
437, 21, 35.3255, 0, 94, 127, 14, 128, 6
438, 21, 33.1417, 0, 95, 127, 14, 128, 6
439, 22, 34.1629, 0, 95, 127, 14, 128, 6
440, 20, 34.168, 0, 96, 127, 15, 128, 6
441, 22, 34.2031, 0, 96, 127, 14, 128, 6
442, 21, 32.9698, 0, 96, 127, 14, 128, 6
443, 22, 32.9763, 0, 96, 127, 13, 128, 6
444, 20, 34.1335, 0, 96, 127, 13, 128, 5
445, 21, 34.1997, 0, 97, 127, 12, 128, 5
446, 19, 32.7756, 0, 97, 127, 12, 128, 5
447, 19, 31.4711, 0, 98, 127, 11, 128, 5
448, 17, 31.7563, 0, 99, 127, 11, 128, 4
449, 20, 32.5425, 0, 100, 127, 13, 128, 5
450, 21, 32.9638, 0, 100, 127, 14, 128, 5
451, 23, 33.5868, 0, 100, 127, 16, 128, 6
452, 21, 34.1603, 0, 101, 127, 14, 128, 5
453, 23, 33.481, 0, 101, 127, 15, 128, 6
454, 21, 34.6038, 0, 101, 127, 14, 128, 5
455, 24, 34.8249, 0, 101, 127, 15, 128, 6
456, 17, 43.9095, 0.689163, 102, 127, 12, 128, 5
457, 20, 32.7172, 0, 102, 128, 13, 128, 6
458, 21, 30.5184, 0, 102, 128, 14, 128, 5
459, 22, 31.0707, 0, 102, 128, 13, 128, 6
460, 21, 31.2443, 0, 103, 128, 14, 128, 6
461, 22, 31.9238, 0, 103, 128, 13, 128, 6
462, 22, 31.9483, 0, 103, 128, 13, 128, 5
463, 22, 32.1431, 0, 104, 128, 13, 128, 6
464, 21, 31.6807, 0, 104, 128, 15, 128, 6
465, 21, 31.6211, 0, 104, 128, 13, 128, 6
466, 21, 31.3696, 0, 104, 128, 14, 128, 5
467, 21, 31.4894, 0, 105, 128, 13, 128, 6
468, 20, 30.4348, 0, 105, 128, 14, 128, 5
469, 20, 30.1897, 0, 105, 128, 13, 128, 6
470, 19, 29.6148, 0, 105, 128, 14, 128, 5
471, 18, 29.7105, 0, 105, 128, 13, 128, 5
472, 16, 28.5419, 0, 104, 128, 13, 128, 5
473, 18, 28.1621, 0, 104, 128, 15, 128, 5
474, 18, 29.2994, 0, 104, 128, 16, 128, 5
475, 20, 29.1717, 0, 103, 128, 16, 128, 6
476, 17, 32.5608, 0, 103, 128, 14, 128, 5
477, 19, 30.5589, 0, 103, 128, 15, 128, 6
478, 18, 31.3, 0, 102, 128, 14, 128, 5
479, 20, 30.8777, 0, 102, 128, 15, 128, 6
