ScenarioID,AVG_PM,AVG_DT
5b4072862f0a457b85795cb7ad1aab97,0.5394752222222222,0.03098456064860026
a45c0f477ed144cf883ac3c02b67ce0d,0.9769100333333334,0.05138103167215983
e8d61e633be4474b9ecf045150a100d4,0.6606877285714285,0.11667776107788086
585eb3160bb14c0a9ae608bd5a2a2d1d,0.6483757320261438,0.25632015864054364
ae5d72a8eec64f8b8f176069c1c228fd,0.6623702608695652,0.3073507944742839
491c36cbabf148c0bf1ee7da85caf286,0.9388837,0.48470497131347656
fec55eb6f08a4c3d87cc2dc0006f10ee,0.6304746352941176,0.7089691162109375
c7d0a96873aa48728aaa31d47b08c128,0.6363839428571428,0.9335723718007406
0ac32298539d496b889a4ae8d4155edd,0.6090163429319372,1.2734391689300537
b0d9a0ba5afc46a3984e1a1301e2750b,0.6419111626331074,1.7223223050435383
0df5f8082d8a47b38aefaf173fa7e3db,0.6431008091755319,2.5076393286387124
fe111520301d4a24ae4fc686e6bb7775,0.6912602588343276,3.6322914759318032
c1606b90adfc46ebba96b139e72141a6,0.65552905,0.03391551971435547
a780811dd5994080bf7f2201ec2f5557,0.5950971,0.050871690114339195
05a903a365734b9dad4ccdb568506f6d,0.6162437714285715,0.11824496587117513
78c7369a2c574468846f1eea11b99f51,0.5975488,0.19207294782002768
2043b00d2dd84ab68295be0b14c24edd,0.5907017075471698,0.3544464906056722
2a155faa742943158296e40d3631b4e2,0.6458172770270271,0.4940760135650635
7d4558d18a8b4409911c9f1de416546b,0.6180548463356974,0.7055341402689616
9aee044025d641ff9eae16be76bd8d0d,0.6248445839285715,0.9349698225657145
5ff08cd035fa4acba7d5b8a49fc94e15,0.6822295768725362,1.2698060671488445
8ba6c439061c43428ab4b256324d3924,0.703604409478673,1.759296178817749
b2eb59a470cd4c16ae97f53fbd981a4e,0.6390756870431894,2.5089758237202964
e5d49bb70495419e8bb316cd96b54f1a,0.616465349862259,3.631354570388794
12cc4d2e442740af9c422623e8336ca4,0.6130574516129033,0.05240345001220703
fcc5b826a8344ace9397eca10340b36d,0.6233165106382978,0.07956560452779134
32a8c8fe97f04dcb9ca11d26ba4efcc9,0.6341455568181819,0.14668146769205728
96bf792108174af582bd730303df9b28,0.6208399527559055,0.21238859494527182
b846eb3ad35b4e2d80f6a9fc1a052f0e,0.5799366153846154,0.36852844556172687
94e013f98e4d46e0a4d0319b3043cffb,0.5834957021943573,0.5318682988484701
85eb983d5e1c4daeb9fbc6680b56a525,0.5970873105882353,0.7093753814697266
05e103e5bea7498e8ce6607c1ada2170,0.6024895460750853,0.9770241578420004
2ae20bf188a94e7caab33005fe8c65a5,0.611766491480996,1.2731698354085286
88c83842101741a580a5501ed2cd3cfd,0.6323693789473684,1.7430737813313801
b27508170b424cf1b11813a706db6314,0.6174271954787234,2.5078638394673667
12de766a06464c3aadc886af373b9e4e,0.6172278201009638,3.631852308909098
