Sec.,PowerMeter(ADC),PowerNvi,GPU-T,GPU-D,CPU-R,CPU-G
4,0.6492013894736842,10728.0,2.0,0.0,32.8,33.300000000000004
5.035714285714286,0.6415530947368423,5730.0,11.0,0.0,12.5,14.0
6.071428571428571,0.6417023052631581,4026.0,23.0,0.0,29.7,10.9
7.107142857142857,0.6263702947368422,4036.0,5.0,0.0,17.2,6.8
8.142857142857142,0.6573289894736841,4063.0,7.0,0.0,18.8,9.4
9.178571428571429,0.6481947789473681,3915.0,8.0,0.0,15.6,14.1
10.214285714285715,0.6421322842105263,3866.0,9.0,0.0,15.6,10.9
11.250000000000002,0.6366282842105268,3951.0,8.0,0.0,21.9,7.7
12.285714285714288,0.6469068947368419,4088.0,8.0,0.0,15.6,7.8
13.321428571428575,0.6311247473684214,4055.0,8.0,0.0,25.0,3.1
14.357142857142861,0.6507553157894739,4043.0,9.0,0.0,25.0,6.2
15.392857142857148,0.6446346631578946,4035.0,8.0,0.0,25.0,17.2
16.428571428571434,0.6470913052631576,3993.0,8.0,0.0,40.6,15.6
17.46428571428572,0.6431800210526321,4056.0,9.0,0.0,26.2,9.4
18.500000000000004,0.640222652631579,4009.0,8.0,0.0,25.0,10.9
19.53571428571429,0.6387240947368423,4030.0,8.0,0.0,23.4,7.8
20.571428571428573,0.6384851999999998,4083.0,9.0,0.0,23.4,15.4
21.607142857142858,0.6511063578947369,4039.0,9.0,0.0,23.4,10.9
22.642857142857142,0.678501652631579,4011.0,8.0,0.0,25.0,4.7
23.678571428571427,0.6455163684210529,4109.0,9.0,0.0,10.9,3.1
24.71428571428571,0.6442648105263161,4179.0,9.0,0.0,12.5,6.2
25.749999999999996,0.6341224736842106,4063.0,8.0,0.0,15.6,4.7
26.78571428571428,0.6511166315789475,4097.0,9.0,0.0,32.8,7.8
27.821428571428566,0.6476678842105261,4020.0,9.0,0.0,28.1,7.8
28.85714285714285,0.6391652315789473,4048.0,8.0,0.0,23.1,9.4
29.892857142857135,0.6487803052631581,4128.0,8.0,0.0,20.3,10.9
30.92857142857142,0.6408697263157892,3972.0,9.0,0.0,50.0,7.8
31.964285714285705,0.6657886736842105,4026.0,9.0,0.0,14.1,9.4
32.99999999999999,0.6309438315789476,4007.0,9.0,0.0,26.6,12.5
34.03571428571428,0.6447154631578945,4011.0,8.0,0.0,20.3,4.6
35.07142857142856,0.6492720947368418,4031.0,8.0,0.0,9.4,9.4
36.10714285714285,0.6404720210526312,4092.0,8.0,0.0,4.7,12.5
37.14285714285713,0.6384637157894738,4196.0,9.0,0.0,4.7,9.4
38.178571428571416,0.6429010315789474,4001.0,8.0,0.0,17.2,7.8
39.2142857142857,0.6604693894736843,4045.0,8.0,0.0,15.6,9.4
40.249999999999986,0.640080452631579,4152.0,9.0,0.0,25.0,6.2
41.28571428571427,0.6507643263157894,4003.0,9.0,0.0,21.9,1.6
42.321428571428555,0.6417276526315787,4026.0,8.0,0.0,25.0,1.6
43.35714285714284,0.6264543684210523,4140.0,8.0,0.0,26.6,6.2
44.392857142857125,0.6394088526315789,4046.0,9.0,0.0,20.3,9.2
45.42857142857141,0.6487348000000002,3968.0,8.0,0.0,34.4,7.8
46.464285714285694,0.6685232105263156,3955.0,9.0,0.0,26.6,12.5
47.49999999999998,0.6383101789473686,4101.0,9.0,0.0,26.6,14.1
48.53571428571426,0.6356737789473684,4056.0,9.0,0.0,23.4,7.8
49.57142857142855,0.6434274210526321,4050.0,9.0,0.0,9.4,10.9
50.60714285714283,0.6472739052631581,3989.0,9.0,0.0,17.2,6.2
51.64285714285712,0.6438040315789472,3996.0,9.0,0.0,9.4,14.1
52.6785714285714,0.6567619684210529,4110.0,9.0,0.0,25.0,3.1
53.71428571428569,0.680194852631579,4161.0,8.0,0.0,23.1,6.2
54.74999999999997,0.6429915157894737,3934.0,9.0,0.0,18.8,10.9
55.785714285714256,0.6510560947368417,4009.0,8.0,0.0,15.6,9.4
56.82142857142854,0.6308443263157895,4075.0,8.0,0.0,18.8,6.2
57.857142857142826,0.6494846947368419,4089.0,9.0,0.0,15.6,6.2
58.89285714285711,0.6417712947368422,4074.0,8.0,0.0,15.6,7.800000000000001
59.928571428571395,0.6455577263157897,4040.0,9.0,0.0,20.3,9.3
60.96428571428568,0.6392493789473682,3985.0,8.0,0.0,15.6,6.2
61.999999999999964,0.651467315789474,3923.0,9.0,0.0,59.4,6.300000000000001
63.03571428571425,0.6539892842105266,4107.0,9.0,0.0,26.6,6.2
64.07142857142854,0.6345868421052633,4046.0,9.0,0.0,23.4,9.4
65.10714285714283,0.6327788736842108,3971.0,9.0,0.0,30.8,11.0
66.14285714285712,0.6417130000000002,4132.0,8.0,0.0,32.8,12.5
67.17857142857142,0.6532840526315795,4003.0,9.0,0.0,26.1,7.8
68.21428571428571,0.6374878210526312,3966.0,8.0,0.0,18.8,12.5
69.25,0.6247878210526318,3975.0,8.0,0.0,25.0,6.2
70.28571428571429,0.6343736947368421,3954.0,9.0,0.0,21.9,10.9
71.32142857142858,0.6462699052631579,4032.0,8.0,0.0,14.1,9.4
72.35714285714288,0.6506360947368423,4057.0,9.0,0.0,17.2,12.5
73.39285714285717,0.6507994842105266,4089.0,9.0,0.0,10.9,9.4
74.42857142857146,0.6268881473684209,4161.0,9.0,0.0,7.8,9.4
75.46428571428575,0.6525134105263162,4095.0,9.0,0.0,14.1,9.4
76.50000000000004,0.6407721684210523,4092.0,9.0,0.0,14.1,9.4
77.53571428571433,0.6427325368421052,3967.0,9.0,0.0,18.8,4.7
78.57142857142863,0.6430401999999998,3967.0,8.0,0.0,28.1,1.6
79.60714285714292,0.6397229684210526,4075.0,9.0,0.0,25.0,10.9
80.64285714285721,0.6385330421052633,4094.0,9.0,0.0,21.9,7.7
81.6785714285715,0.6570113999999998,4035.0,8.0,0.0,15.6,15.6
82.7142857142858,0.6304065578947368,4146.0,8.0,0.0,15.6,6.2
83.75000000000009,0.6444366631578948,4046.0,9.0,0.0,12.5,9.4
84.78571428571438,0.6398788526315787,3941.0,9.0,0.0,21.9,4.7
85.82142857142867,0.6707524736842102,3953.0,9.0,0.0,10.9,7.8
86.85714285714296,0.6380345157894736,4111.0,9.0,0.0,7.8,12.5
87.89285714285725,0.6257613368421056,4047.0,9.0,0.0,10.9,10.9
88.92857142857154,0.6470913894736847,4018.0,9.0,0.0,26.6,6.300000000000001
89.96428571428584,0.6501301052631577,4041.0,9.0,0.0,40.6,4.7
91.00000000000013,0.6384676842105267,3956.0,8.0,0.0,25.0,9.4
92.03571428571442,0.6661513578947369,3955.0,9.0,0.0,17.2,6.2
93.07142857142871,0.6419514526315785,4042.0,9.0,0.0,18.8,12.5
94.107142857143,0.6399145263157894,3998.0,8.0,0.0,14.1,7.8
95.1428571428573,0.6316405263157896,3992.0,9.0,0.0,25.0,9.4
96.17857142857159,0.6332372105263155,4033.0,9.0,0.0,20.3,6.2
97.21428571428588,0.6524723157894736,4125.0,9.0,0.0,17.2,6.2
98.25000000000017,0.6394940421052632,4010.0,9.0,0.0,20.3,1.6
99.28571428571446,0.6342950210526317,4097.0,8.0,0.0,26.6,9.4
100.32142857142875,0.6303641263157896,3931.0,9.0,0.0,21.9,7.8
101.35714285714305,0.6426996105263157,3984.0,8.0,0.0,30.8,7.8
102.39285714285734,0.6559453789473684,4145.0,9.0,0.0,24.6,6.2
103.42857142857163,0.646591,4102.0,8.0,0.0,26.6,10.9
104.46428571428592,0.6365045789473687,4066.0,9.0,0.0,7.8,6.2
105.50000000000021,0.6372819684210527,4049.0,8.0,0.0,18.8,9.4
106.5357142857145,0.655433652631579,4097.0,8.0,0.0,21.9,9.4
107.5714285714288,0.6385544736842106,3996.0,9.0,0.0,21.9,6.2
108.60714285714309,0.6392917789473681,3995.0,9.0,0.0,10.9,9.4
109.64285714285738,0.6312210631578951,4125.0,9.0,0.0,28.1,11.0
110.67857142857167,0.8453082842105268,4042.0,8.0,0.0,17.2,7.8
111.71428571428596,1.0564988631578944,3972.0,9.0,0.0,18.8,7.8
112.75000000000026,1.0952983999999997,3937.0,8.0,0.0,10.9,7.8
113.78571428571455,0.997262968421052,3996.0,9.0,0.0,18.8,4.7
114.82142857142884,0.6750273999999999,4023.0,9.0,0.0,20.3,4.7
115.85714285714313,0.6653142421052635,3969.0,9.0,0.0,31.3,3.1
116.89285714285742,0.6576646421052632,3977.0,9.0,0.0,32.8,1.6
117.92857142857171,0.6446468631578947,3945.0,9.0,0.0,25.0,9.3
118.964285714286,0.7503091157894733,3958.0,9.0,0.0,32.8,70.39999999999999
120.0000000000003,1.0862368947368426,11112.0,6.0,0.0,0.0,0
