Sec.,PowerMeter(ADC)
4,0.4721215976331358
5,0.3330405976331364
6,0.33988813017751474
7,0.33608236094674604
8,0.32259114201183425
9,0.33837633136094686
10,0.32720606508875744
11,0.3370345798816566
12,0.32383827218934924
13,0.3339658816568047
14,0.3175598639053254
15,0.32818640828402357
16,0.3231665857988168
17,0.32828735502958584
18,0.30580389349112425
19,0.3221469526627217
20,0.2922776804733727
21,0.31857914201183446
22,0.2972309526627215
23,0.31108765088757384
24,0.3001888520710061
25,0.31735559171597627
26,0.30859432544378707
27,0.31160243786982295
28,0.31056398816568054
29,0.3137382485207099
30,0.3058479585798815
31,0.3073808757396453
32,0.29191930177514774
33,0.30072610650887593
34,0.30002705917159755
35,0.2995798106508874
36,0.2950354201183432
37,0.29739344378698235
38,0.29679994674556237
39,0.29118030769230774
40,0.29874926627218923
41,0.289689349112426
42,0.29111175739644973
43,0.29008571597633126
44,0.29575811242603545
45,0.28421415384615406
46,0.2958997810650889
47,0.2871515266272191
48,0.28833188757396483
49,0.2806932662721891
50,0.2864566272189348
51,0.2850363017751482
52,0.2969494970414202
53,0.27836924852071027
54,0.2867499822485204
55,0.2948209940828401
56,0.3079931538461539
57,0.2991361538461537
58,0.3056836153846158
59,0.29501827218934895
60,0.30417792307692293
61,0.2991749763313608
62,0.30154024260355045
63,0.2997283431952663
64,0.3218026982248524
65,0.3092934082840234
66,0.32938552662721876
67,0.3115256627218935
68,0.32711547928994067
69,0.3146616568047337
70,0.33648618934911295
71,0.30364320710059156
72,0.316490934911243
73,0.30398167455621283
74,0.3042494852071006
75,0.29500573372781036
76,0.31829291124260356
77,0.30291338461538464
78,0.29853360946745566
79,0.28755696449704143
80,0.2971017928994082
81,0.2898974792899405
82,0.32267706508875726
83,0.2850350059171597
84,0.30231876331360924
85,0.284306852071006
86,0.3090242899408284
87,0.3092419704142014
88,0.32198372189349134
89,0.30647278106508874
90,0.31563673372781087
91,0.31103408284023637
92,0.32113630769230794
93,0.3138987159763313
94,0.3137506035502958
95,0.31026633727810643
96,0.31581885798816534
97,0.29887118343195257
98,0.3089052011834323
99,0.3226169408284023
100,0.3080124142011832
101,0.3165244556213018
102,0.3065617278106514
103,0.31380994674556184
104,0.3108145917159761
105,0.31995030177514794
106,0.3035606686390537
107,0.2903217041420118
108,0.2886855502958582
109,0.29793549704142014
110,0.3054174733727809
111,0.3125685798816573
112,0.3081384911242603
113,0.3162256390532541
114,0.30911042603550287
115,0.31733668639053264
116,0.3140082130177515
117,0.31620359171597595
118,0.30789811242603554
119,0.31227852071005924
120,0.3090316568047338
