Sec.,PowerMeter(ADC)
4,0.20735098816568043
5,0.3009594852071004
6,0.41372744378698234
7,0.2590743964497042
8,0.2856702130177515
9,0.2763794497041422
10,0.2759709704142012
11,0.2888631005917158
12,0.30284557988165667
13,0.3115701715976332
14,0.301503591715976
15,0.29995008875739615
16,0.2747135917159763
17,0.2719216449704144
18,0.2723708106508875
19,0.2891243313609469
20,0.27851312426035524
21,0.2749368875739644
22,0.2856195562130177
23,0.2895345147928995
24,0.28708086390532545
25,0.29489365680473356
26,0.28331990532544377
27,0.26702456213017745
28,0.26413873372781044
29,0.2752857396449705
30,0.27542823076923073
31,0.2891682071005916
32,0.2861893313609468
33,0.28322169230769206
34,0.29068563313609436
35,0.2717801597633134
36,0.2680467633136093
37,0.27333266863905353
38,0.27864156213017766
39,0.2793429763313612
40,0.27005199408284014
41,0.26578869822485185
42,0.2726724023668639
43,0.28430498224852063
44,0.3408290059171595
45,0.29151676923076913
46,0.2686522071005914
47,0.2709751183431954
48,0.2813150532544379
49,0.29920070414201166
50,0.28687327810650876
51,0.29112582248520735
52,0.2903423076923077
53,0.2839155443786982
54,0.2837862071005918
55,0.27665423668639066
56,0.26991586390532546
57,0.2708338343195266
58,0.27796723668639056
59,0.27364415976331374
60,0.2747923491124258
61,0.2741141538461537
62,0.28465783431952657
63,0.2732052840236688
64,0.27326962130177485
65,0.24832794674556216
66,0.25557330177514814
67,0.25281549112426027
68,0.2541189881656801
69,0.24844088757396474
70,0.24835191124260392
71,0.2742985088757394
72,0.2678084082840238
73,0.26998680473372794
74,0.272469946745562
75,0.2632449349112429
76,0.3308568639053253
77,0.2632940177514792
78,0.2629811301775151
79,0.2732241715976328
80,0.2684074023668637
81,0.26204260946745556
82,0.2697577396449704
83,0.2668384437869826
84,0.2670951538461537
85,0.27001061538461574
86,0.2785884378698227
87,0.26778068639053265
88,0.269041467455621
89,0.26568854437869804
90,0.26640336094674577
91,0.2691378402366863
92,0.2754381952662719
93,0.2680362899408283
94,0.27018482840236707
95,0.2573645088757397
96,0.2593158224852069
97,0.26557379289940825
98,0.2661153609467455
99,0.26272086390532523
100,0.27605751479289914
101,0.27354983431952656
102,0.2808732958579878
103,0.2833919585798815
104,0.273233449704142
105,0.2714143313609468
106,0.2704084556213014
107,0.26671760355029595
108,0.2714180828402365
109,0.26653458579881667
110,0.27152635502958566
111,0.2701344852071004
112,0.2744237337278106
113,0.27032415976331386
114,0.27175902958579906
115,0.26952026035502946
116,0.27825895857988164
117,0.27245129585798844
118,0.2690306035502959
119,0.26952637278106506
120,0.27548413609467454
