Sec.,PowerMeter(ADC)
4,0.302156145348837
5,0.3045002616279069
6,0.291217976744186
7,0.29389038372093046
8,0.3212931162790698
9,0.51357638372093
10,0.25187343604651175
11,0.2200626627906974
12,0.2100110639534884
13,0.2393447848837209
14,0.5223717441860468
15,0.3266324127906976
16,0.34131840116279044
17,0.3314236046511631
18,0.3193402267441858
19,0.3245161395348838
20,0.32449836046511626
21,0.3252301162790698
22,0.3216659302325583
23,0.3200623546511627
24,0.30868725581395356
25,0.30288476744186055
26,0.30531921511627885
27,0.3130720232558138
28,0.2971483662790697
29,0.29304260465116266
30,0.2924451337209305
31,0.28309941860465115
32,0.29000568604651134
33,0.3055072267441858
34,0.2990841744186046
35,0.29469752325581394
36,0.3014702209302327
37,0.2975071453488371
38,0.2994172383720931
39,0.30529861627906957
40,0.29421453488372085
41,0.27045258720930254
42,0.27988408139534915
43,0.27127151162790697
44,0.27055144767441847
45,0.2727498546511629
46,0.2790839941860467
47,0.27162203488372144
48,0.27072767441860457
49,0.2715021686046513
50,0.2690278488372094
51,0.27042661627906983
52,0.2772928488372094
53,0.2682497790697672
54,0.2672198837209299
55,0.26855870348837185
56,0.2760023895348837
57,0.2663694418604649
58,0.26808224418604654
59,0.26367966279069777
60,0.26306230813953496
61,0.26726197093023246
62,0.2655826220930232
63,0.26444027906976725
64,0.2733810174418603
65,0.2905845988372094
66,0.2831230755813952
67,0.2798839069767437
68,0.2791505465116279
69,0.2842513837209301
70,0.2809840755813951
71,0.2950325639534884
72,0.29148662790697677
73,0.3042763372093021
74,0.304887488372093
75,0.3114614127906976
76,0.31083757558139546
77,0.31348696511627944
78,0.31597894767441864
79,0.3131799534883721
80,0.29488472093023277
81,0.2994462209302329
82,0.2953927093023254
83,0.28900059302325587
84,0.2844685058139533
85,0.29784648255813945
86,0.2965894709302328
87,0.27461523837209306
88,0.2678561046511628
89,0.27634355813953493
90,0.28352901162790667
91,0.28545545930232585
92,0.2734624883720927
93,0.27239586627907
94,0.2762027558139534
95,0.3040866569767442
96,0.3050461569767443
97,0.30122383139534914
98,0.2992843313953487
99,0.3005485058139535
100,0.31095360465116295
101,0.3049387674418606
102,0.302829430232558
103,0.30086490116279074
104,0.2995995697674419
105,0.2915199767441863
106,0.29291043604651174
107,0.3004249476744189
108,0.3062550639534882
109,0.299091215116279
110,0.3067178081395348
111,0.2986194011627909
112,0.29831941860465094
113,0.30314715116279095
114,0.30005158720930236
115,0.2776064244186049
116,0.2678977500000001
117,0.275785796511628
118,0.28029641279069745
119,0.3022537093023255
120,0.3192807093023252
