Sec.,PowerMeter(ADC)
4,0.5566993431952668
5,0.3196238461538463
6,0.3244327928994086
7,0.3254039881656806
8,0.3068365739644968
9,0.3165274674556212
10,0.3170254260355032
11,0.3208490946745564
12,0.31138707100591695
13,0.3110774378698227
14,0.30213396449704083
15,0.298224301775148
16,0.2996368579881657
17,0.30364580473372793
18,0.2886097751479292
19,0.29326220710059164
20,0.2835733668639051
21,0.28149476331360906
22,0.2846193076923077
23,0.2818169704142009
24,0.2869694082840235
25,0.29092399408284025
26,0.2883138579881656
27,0.2942264852071006
28,0.2930937278106511
29,0.29881277514792876
30,0.29905324852071025
31,0.27774437869822466
32,0.27113383431952687
33,0.27051139644970423
34,0.276981857988166
35,0.2710488934911243
36,0.2658445621301776
37,0.269927047337278
38,0.264285426035503
39,0.27265057988165686
40,0.2705850236686391
41,0.271603402366864
42,0.2638567869822487
43,0.2693951005917157
44,0.26083196449704155
45,0.269340124260355
46,0.2682533431952663
47,0.2695967692307693
48,0.2581946804733728
49,0.2644683846153846
50,0.2674532544378698
51,0.2663279408284025
52,0.2622484378698224
53,0.26524989349112454
54,0.2573948402366866
55,0.27018017751479295
56,0.2737891834319531
57,0.2815361893491121
58,0.2807110414201183
59,0.28039217751479295
60,0.28252782248520697
61,0.2826656035502959
62,0.2790939112426037
63,0.28210882248520697
64,0.2993113491124259
65,0.29637413017751496
66,0.30238623076923093
67,0.29730857396449717
68,0.3012216094674554
69,0.3101071005917161
70,0.30974905325443813
71,0.2916919881656807
72,0.2917371301775148
73,0.2882856035502962
74,0.28450407692307694
75,0.28212040828402385
76,0.2845029585798818
77,0.28670863313609474
78,0.28520500591716
79,0.26229739053254425
80,0.2690444082840238
81,0.2777512426035504
82,0.27929867455621316
83,0.2699997869822487
84,0.27338356804733716
85,0.2695465562130179
86,0.2732926686390529
87,0.2962011834319526
88,0.30185249704142
89,0.29361024260355034
90,0.30024850887573945
91,0.29695126627218926
92,0.29565957396449705
93,0.2966996863905325
94,0.2979085621301774
95,0.29187094674556185
96,0.29646405917159746
97,0.281524100591716
98,0.2867029940828399
99,0.2955558047337279
100,0.3006003786982246
101,0.2941065739644973
102,0.2983860710059172
103,0.2886862189349113
104,0.29507701183431967
105,0.2995194201183433
106,0.2953761183431954
107,0.2626739171597634
108,0.26830313609467454
109,0.2732841893491124
110,0.28259225443786984
111,0.29634817751479264
112,0.2978271715976336
113,0.29123652071005907
114,0.3029606390532545
115,0.29002649704142025
116,0.29703052662721885
117,0.3525761242603546
118,0.2992807100591715
119,0.2884402366863902
120,0.2950066982248519
