Sec.,PowerMeter(ADC),PowerNvi,GPU-T,GPU-D,CPU-R,CPU-G
4,0.7153166170212765,4208.0,17.0,6.0,1.6,25.099999999999998
5.035714285714286,0.6974400851063829,4220.0,17.0,6.0,0.0,23.4
6.071428571428571,0.7455749468085107,4150.0,17.0,6.0,3.1,26.6
7.107142857142857,0.6920489893617022,4178.0,17.0,6.0,0.0,28.1
8.142857142857142,0.7134037340425532,4285.0,17.0,6.0,1.6,31.3
9.178571428571429,0.6908251595744683,4110.0,17.0,6.0,7.8,29.7
10.214285714285715,0.716450234042553,4266.0,17.0,6.0,6.2,23.4
11.250000000000002,0.7010270744680853,4207.0,17.0,6.0,6.2,32.800000000000004
12.285714285714288,0.7101520638297871,4140.0,17.0,6.0,3.1,26.6
13.321428571428575,0.7462235000000002,4317.0,17.0,6.0,4.7,25.0
14.357142857142861,0.7372930106382978,4239.0,17.0,6.0,1.6,21.9
15.392857142857148,0.713396574468085,4282.0,17.0,6.0,0.0,23.4
16.428571428571434,0.6986245425531918,4096.0,17.0,6.0,1.6,28.1
17.46428571428572,0.7420146170212764,4234.0,16.0,6.0,4.7,26.6
18.500000000000004,0.7078724255319148,4138.0,16.0,6.0,4.7,35.9
19.53571428571429,0.6998952553191494,4180.0,17.0,6.0,4.7,29.7
20.571428571428573,0.7150219999999998,4147.0,17.0,6.0,0.0,28.1
21.607142857142858,0.7187959680851065,4198.0,17.0,6.0,4.7,34.4
22.642857142857142,0.7650149574468089,4120.0,17.0,6.0,6.2,25.0
23.678571428571427,0.7210451914893619,4136.0,17.0,6.0,1.6,31.3
24.71428571428571,0.7029202234042553,4090.0,17.0,6.0,4.7,21.9
25.749999999999996,0.7142317765957445,4176.0,17.0,6.0,6.2,29.7
26.78571428571428,0.6763639361702132,4090.0,17.0,6.0,1.6,21.9
27.821428571428566,0.7366465319148934,4352.0,17.0,6.0,6.2,29.7
28.85714285714285,0.7032050744680856,4145.0,17.0,6.0,3.1,31.3
29.892857142857135,0.734411563829787,4245.0,17.0,6.0,1.6,25.0
30.92857142857142,0.6966629999999994,4081.0,17.0,5.0,3.1,28.1
31.964285714285705,0.7096155106382979,4153.0,16.0,6.0,0.0,31.3
32.99999999999999,0.7374003404255323,4082.0,17.0,6.0,0.0,28.1
34.03571428571428,0.7072837553191488,4271.0,17.0,6.0,1.6,31.3
35.07142857142856,0.7037004468085107,4087.0,17.0,5.0,1.6,28.1
36.10714285714285,0.7134778191489362,4146.0,17.0,5.0,4.7,33.9
37.14285714285713,0.7389995638297875,4127.0,17.0,6.0,0.0,23.4
38.178571428571416,0.7779141276595744,4192.0,17.0,6.0,7.8,25.0
39.2142857142857,0.6980110531914894,4181.0,17.0,6.0,0.0,14.1
40.249999999999986,0.7081623936170214,4161.0,17.0,6.0,0.0,18.8
41.28571428571427,0.6946014680851065,4162.0,17.0,6.0,0.0,26.6
42.321428571428555,0.7161948617021278,4206.0,17.0,6.0,1.6,17.2
43.35714285714284,0.7498001595744681,4164.0,18.0,6.0,1.6,21.6
44.392857142857125,0.702163670212766,4164.0,17.0,6.0,3.1,29.7
45.42857142857141,0.71104964893617,4141.0,18.0,6.0,1.6,17.2
46.464285714285694,0.9475315106382981,4119.0,17.0,6.0,4.7,15.6
47.49999999999998,1.6648436489361709,4078.0,17.0,6.0,1.6,23.4
48.53571428571426,1.4958051702127653,4208.0,17.0,6.0,1.6,28.1
49.57142857142855,0.8051841808510641,4148.0,17.0,6.0,0.0,17.2
50.60714285714283,0.7039167659574463,4218.0,17.0,6.0,4.7,23.1
51.64285714285712,0.6672566914893614,4158.0,18.0,6.0,7.8,14.1
52.6785714285714,0.7479917446808507,4119.0,17.0,6.0,0.0,21.9
53.71428571428569,0.6825567553191487,4130.0,17.0,6.0,6.2,29.7
54.74999999999997,1.035251627659575,4079.0,17.0,6.0,0.0,15.6
55.785714285714256,2.3019223936170197,4236.0,17.0,6.0,1.6,28.1
56.82142857142854,1.027011680851064,4136.0,18.0,6.0,7.8,26.6
57.857142857142826,1.5723722127659587,4046.0,17.0,6.0,6.2,15.6
58.89285714285711,1.2878527978723406,4083.0,17.0,6.0,3.1,23.4
59.928571428571395,1.1671377765957447,4085.0,17.0,6.0,4.7,15.6
60.96428571428568,0.9653812446808516,4125.0,17.0,6.0,4.7,21.9
61.999999999999964,0.9776552446808512,4081.0,18.0,6.0,3.1,15.7
63.03571428571425,0.8827404042553196,4064.0,17.0,6.0,7.8,21.9
64.07142857142854,0.7463224893617023,4076.0,18.0,6.0,6.2,32.9
65.10714285714283,0.7324742765957449,4091.0,17.0,6.0,6.2,20.3
66.14285714285712,0.6917789042553192,4094.0,18.0,6.0,6.2,28.1
67.17857142857142,0.7187064148936169,4081.0,17.0,6.0,1.6,21.9
68.21428571428571,0.752343734042553,4128.0,17.0,6.0,6.2,23.1
69.25,0.7167307127659579,4129.0,18.0,6.0,3.1,18.8
70.28571428571429,0.7144060319148932,4079.0,17.0,5.0,1.6,23.4
71.32142857142858,0.7348609361702129,4029.0,18.0,6.0,3.1,21.9
72.35714285714288,0.7004060319148933,4104.0,17.0,6.0,6.2,20.3
73.39285714285717,0.7013248723404258,4230.0,17.0,6.0,1.6,12.5
74.42857142857146,0.6960342765957446,4099.0,17.0,6.0,4.7,20.3
75.46428571428575,0.7090761382978724,4083.0,18.0,6.0,3.1,15.7
76.50000000000004,0.7235557872340423,4234.0,17.0,5.0,0.0,17.2
77.53571428571433,0.7360889999999998,4328.0,16.0,4.0,1.5,15.6
78.57142857142863,0.7567538936170212,4392.0,16.0,4.0,3.1,29.7
79.60714285714292,0.6984438404255323,4371.0,16.0,4.0,6.2,23.4
80.64285714285721,0.7175191063829788,4312.0,16.0,4.0,7.8,20.3
81.6785714285715,0.7059606170212768,4299.0,16.0,4.0,1.6,17.2
82.7142857142858,0.7329797765957448,4275.0,16.0,4.0,1.6,15.6
83.75000000000009,0.7252588723404255,4289.0,16.0,4.0,6.2,17.0
84.78571428571438,0.6942917127659576,4270.0,16.0,4.0,3.1,20.400000000000002
85.82142857142867,0.8254291382978727,4319.0,16.0,4.0,3.1,9.4
86.85714285714296,0.7235680531914895,4286.0,16.0,4.0,3.1,17.2
87.89285714285725,0.7651346382978725,4341.0,16.0,4.0,1.6,17.2
88.92857142857154,0.7072700957446809,4320.0,16.0,4.0,1.6,23.4
89.96428571428584,0.6995066702127659,4289.0,16.0,4.0,0.0,14.1
91.00000000000013,0.69707014893617,4213.0,16.0,4.0,0.0,20.3
92.03571428571442,0.6932895319148937,4326.0,16.0,4.0,3.1,32.800000000000004
93.07142857142871,0.7260845957446804,4238.0,16.0,4.0,0,0
94.107142857143,0.7061892127659574,10605.0,9.0,3.0,0.0,0.0
95.1428571428573,0.7409288510638297,4816.0,2.0,0.0,0.0,0.0
96.17857142857159,0.7292261702127659,4876.0,1.0,0.0,0.0,0.0
97.21428571428588,0.7035908404255317,4816.0,1.0,0.0,0.0,0.0
98.25000000000017,0.7551258510638297,4775.0,1.0,0.0,0.0,0.0
99.28571428571446,0.7187447978723406,4801.0,1.0,0.0,0.0,0.0
100.32142857142875,0.6991020319148935,4823.0,1.0,0.0,0.0,0.0
101.35714285714305,0.7232951489361704,4158.0,18.0,6.0,6.2,12.5
102.39285714285734,0.7139437978723399,4157.0,17.0,6.0,9.4,20.3
103.42857142857163,0.799627446808511,4148.0,17.0,6.0,9.4,18.8
104.46428571428592,0.7239131170212766,4055.0,18.0,6.0,23.4,18.8
105.50000000000021,0.6914517553191488,4341.0,17.0,5.0,23.4,25.0
106.5357142857145,0.6989647553191488,4310.0,18.0,5.0,39.1,21.900000000000002
107.5714285714288,0.7042118936170216,4336.0,17.0,5.0,25.0,14.1
108.60714285714309,0.7504520957446806,4307.0,16.0,4.0,21.9,31.3
109.64285714285738,0.6992340531914892,4407.0,16.0,4.0,10.9,28.1
110.67857142857167,0.7517364042553195,4340.0,16.0,4.0,10.9,23.4
111.71428571428596,0.6994135319148937,4391.0,16.0,4.0,15.6,14.1
112.75000000000026,0.7103664255319151,4372.0,16.0,4.0,17.2,25.0
113.78571428571455,0.7272369893617022,4329.0,16.0,4.0,15.6,14.1
114.82142857142884,0.7159686489361705,4305.0,16.0,4.0,28.1,18.8
115.85714285714313,0.7258417234042552,4410.0,16.0,4.0,9.4,28.1
116.89285714285742,0.6763781489361702,4354.0,16.0,4.0,12.5,23.4
117.92857142857171,0.763927659574468,4381.0,16.0,4.0,17.2,12.5
118.964285714286,0.7644447659574475,4423.0,16.0,4.0,14.1,10.9
120.0000000000003,0.7082836276595744,4336.0,16.0,4.0,20.3,20.3
