Sec.,PowerMeter(ADC)
4,0.17032339644970407
5,0.5546802840236688
6,0.3419455502958584
7,0.3474444023668637
8,0.3502286923076924
9,0.32389155029585853
10,0.3306517218934907
11,0.32863562130177504
12,0.33301046745562135
13,0.33630947337278083
14,0.3247125680473373
15,0.314074278106509
16,0.3066536153846153
17,0.30383323076923063
18,0.3135367278106513
19,0.2986829585798818
20,0.30242714201183407
21,0.2858194674556214
22,0.28164175739644975
23,0.2825888934911245
24,0.2908137751479289
25,0.3018247455621302
26,0.2983516449704145
27,0.297770402366864
28,0.30985842011834347
29,0.2976067337278105
30,0.30649385798816564
31,0.30389799408284035
32,0.28041540236686363
33,0.2789345088757398
34,0.26894772781065074
35,0.2720250473372782
36,0.2784755207100594
37,0.27136402958579875
38,0.2731592248520709
39,0.26732502366863903
40,0.26966576923076946
41,0.26794387573964507
42,0.2713329112426035
43,0.26911918934911233
44,0.2705488639053257
45,0.2642960473372785
46,0.2637131124260353
47,0.26373569230769217
48,0.2772236035502958
49,0.26557337869822484
50,0.26091586982248516
51,0.2586752426035504
52,0.26826377514792865
53,0.2614960828402365
54,0.2701316568047339
55,0.2657746390532547
56,0.26752969822485206
57,0.2784809585798817
58,0.28456136094674556
59,0.2826720532544377
60,0.283910928994083
61,0.28531283431952636
62,0.2844005384615387
63,0.2799798402366863
64,0.2811825798816567
65,0.3097965325443788
66,0.3107642485207102
67,0.319591846153846
68,0.3175845857988167
69,0.31403995266272194
70,0.3144914733727814
71,0.31338394674556214
72,0.30798704733727794
73,0.30575908875739655
74,0.2965642366863905
75,0.2951649289940828
76,0.28572195857988153
77,0.2874066390532545
78,0.3039395384615388
79,0.29638015976331383
80,0.26612415384615384
81,0.26411697633136083
82,0.2788544201183428
83,0.28508717159763325
84,0.2750867455621302
85,0.2721724260355028
86,0.27327308875739664
87,0.27211454437869875
88,0.29742143195266246
89,0.3056670473372783
90,0.3036662366863904
91,0.3102270650887572
92,0.3208326508875742
93,0.30508008875739634
94,0.30465011242603574
95,0.30771436094674537
96,0.3043909053254437
97,0.30679576923076907
98,0.2978179408284025
99,0.29737246153846136
100,0.30459476923076906
101,0.30501090532544395
102,0.3027658875739646
103,0.30498064497041427
104,0.3074989822485207
105,0.3012884911242605
106,0.30321656804733726
107,0.30987878106508887
108,0.2690126094674556
109,0.2665739881656804
110,0.28469269230769234
111,0.2758951715976332
112,0.3069027396449702
113,0.30301639644970396
114,0.30306591715976305
115,0.3118635266272188
116,0.304316834319527
117,0.3068472662721895
118,0.30797768047337265
119,0.30362676331360955
120,0.29593508875739666
