Sec.,PowerMeter(ADC),PowerNvi,GPU-T,GPU-D,CPU-R,CPU-G
4,0.8533522765957445,4726.0,29.0,0.0,114.1,28.099999999999998
5.035714285714286,0.8740743936170208,4736.0,29.0,0.0,84.4,17.2
6.071428571428571,0.9281805957446803,4742.0,28.0,0.0,85.9,25.0
7.107142857142857,0.8863498404255319,4761.0,29.0,0.0,110.9,28.200000000000003
8.142857142857142,0.8804724893617019,4711.0,28.0,0.0,71.9,15.6
9.178571428571429,0.8677322765957445,4802.0,29.0,0.0,112.5,15.6
10.214285714285715,0.8939447127659578,4748.0,29.0,0.0,106.3,20.3
11.250000000000002,0.8808895319148938,4742.0,29.0,0.0,124.7,21.9
12.285714285714288,0.9500202978723411,4746.0,29.0,0.0,121.9,20.3
13.321428571428575,1.020971904255319,4740.0,28.0,0.0,90.6,26.6
14.357142857142861,0.8722863191489361,4726.0,29.0,0.0,101.6,14.1
15.392857142857148,0.8651099255319147,4769.0,29.0,0.0,114.1,23.5
16.428571428571434,0.8229585319148937,4702.0,29.0,0.0,112.5,20.3
17.46428571428572,0.8380503829787234,4736.0,29.0,0.0,123.4,25.0
18.500000000000004,0.9158762021276596,4731.0,29.0,0.0,92.2,18.8
19.53571428571429,0.9151992234042552,4714.0,29.0,0.0,112.5,29.7
20.571428571428573,0.8900831489361702,4735.0,29.0,0.0,101.6,23.4
21.607142857142858,0.7740984255319147,4781.0,29.0,0.0,114.1,23.4
22.642857142857142,0.9397092127659568,4740.0,29.0,0.0,116.9,21.5
23.678571428571427,0.8711419148936169,4724.0,28.0,0.0,124.7,29.7
24.71428571428571,0.965601712765957,4718.0,29.0,0.0,117.2,28.200000000000003
25.749999999999996,0.8272474574468086,4749.0,29.0,0.0,100.1,16.9
26.78571428571428,0.8984837021276596,4723.0,29.0,0.0,107.8,17.2
27.821428571428566,0.9378857872340429,4787.0,29.0,0.0,84.4,15.6
28.85714285714285,0.8414101489361704,4809.0,29.0,0.0,78.1,26.6
29.892857142857135,0.8675527872340426,4734.0,29.0,0.0,86.1,18.8
30.92857142857142,0.8929452872340423,4807.0,29.0,0.0,123.4,25.0
31.964285714285705,0.8561193404255321,4765.0,28.0,0.0,117.2,26.6
32.99999999999999,0.933301021276596,4702.0,29.0,0.0,96.9,21.9
34.03571428571428,0.8651392553191488,4759.0,29.0,0.0,95.3,14.1
35.07142857142856,0.8244818085106385,4723.0,29.0,0.0,60.9,14.1
36.10714285714285,0.872632425531915,4671.0,29.0,0.0,117.2,21.9
37.14285714285713,0.8308680957446806,4721.0,29.0,0.0,125.0,18.8
38.178571428571416,0.9197414042553195,4708.0,29.0,0.0,159.4,17.2
39.2142857142857,0.8942206063829792,4657.0,29.0,0.0,84.4,18.7
40.249999999999986,0.8367257127659579,11258.0,28.0,0.0,89.1,17.2
41.28571428571427,0.8679075744680855,11136.0,24.0,0.0,100.0,17.2
42.321428571428555,0.9351389255319145,11138.0,8.0,0.0,121.9,26.6
43.35714285714284,0.9241145212765959,5908.0,8.0,0.0,103.1,18.7
44.392857142857125,0.8271589787234043,4766.0,25.0,0.0,78.1,18.8
45.42857142857141,0.8400767978723406,4796.0,29.0,0.0,95.3,17.2
46.464285714285694,0.8338885531914894,4796.0,29.0,0.0,131.2,12.5
47.49999999999998,0.8553737978723407,4788.0,29.0,0.0,109.4,23.4
48.53571428571426,1.0177025425531911,4791.0,29.0,0.0,92.2,26.6
