Sec.,PowerMeter(ADC),PowerNvi,GPU-T,GPU-D,CPU-R,CPU-G
4,0.9451025744680852,5880.0,3.0,3.0,6.2,12.5
5.035714285714286,0.9285872021276593,4124.0,29.0,9.0,1.6,4.7
6.071428571428571,0.9437318829787232,4179.0,5.0,5.0,3.1,10.9
7.107142857142857,0.952694319148936,4171.0,6.0,5.0,0.0,15.6
8.142857142857142,0.9732095319148936,4229.0,7.0,5.0,0.0,10.9
9.178571428571429,0.942633978723404,4264.0,7.0,5.0,1.6,7.8
10.214285714285715,0.9464465212765959,4285.0,7.0,5.0,4.7,11.0
11.250000000000002,0.9540159361702131,4245.0,7.0,5.0,0.0,3.1
12.285714285714288,0.9485299042553191,4229.0,7.0,5.0,1.6,3.1
13.321428571428575,0.9364633829787241,4209.0,7.0,5.0,3.1,6.300000000000001
14.357142857142861,0.9883672659574472,4165.0,7.0,6.0,3.1,1.6
15.392857142857148,0.9445209574468089,4151.0,7.0,5.0,1.6,3.1
16.428571428571434,0.9560312340425532,4219.0,7.0,5.0,1.6,3.1
17.46428571428572,0.9310594255319145,4237.0,7.0,5.0,1.6,12.5
18.500000000000004,0.9354527765957446,4221.0,7.0,5.0,3.1,12.5
19.53571428571429,0.9279448829787234,4301.0,7.0,6.0,1.6,12.5
20.571428571428573,1.000358457446808,4195.0,7.0,5.0,3.1,9.4
21.607142857142858,0.9373231702127668,4227.0,7.0,5.0,3.1,10.9
22.642857142857142,0.9387040319148939,4110.0,7.0,5.0,0.0,4.7
23.678571428571427,0.9228635106382982,4104.0,7.0,5.0,4.7,9.4
24.71428571428571,0.9517726489361701,4224.0,7.0,5.0,0.0,4.7
25.749999999999996,0.9979131063829786,4152.0,7.0,5.0,0.0,4.7
26.78571428571428,0.9503422340425531,4178.0,7.0,5.0,1.6,1.6
27.821428571428566,0.9416177021276598,4192.0,7.0,5.0,3.1,6.2
28.85714285714285,0.939058595744681,4098.0,7.0,5.0,4.7,9.4
29.892857142857135,0.949263904255319,4190.0,7.0,5.0,3.1,17.2
30.92857142857142,0.9521246063829791,4227.0,7.0,6.0,0.0,6.2
31.964285714285705,0.9880119574468079,4202.0,7.0,5.0,1.6,10.9
32.99999999999999,0.9471931170212766,4088.0,7.0,6.0,0.0,6.2
34.03571428571428,0.9365224361702126,4254.0,7.0,5.0,0.0,6.2
35.07142857142856,0.9408341170212763,4181.0,7.0,5.0,1.6,14.1
36.10714285714285,0.9493039361702124,4266.0,7.0,5.0,1.6,9.4
37.14285714285713,0.9532830319148939,4122.0,7.0,6.0,0.0,7.8
38.178571428571416,0.9765822234042556,4179.0,7.0,5.0,0.0,7.8
39.2142857142857,0.9235121170212766,4250.0,7.0,5.0,0.0,15.6
40.249999999999986,0.9722514680851065,4249.0,7.0,5.0,6.2,12.5
41.28571428571427,0.9486410638297873,4252.0,7.0,5.0,6.2,7.8
42.321428571428555,0.9403254893617013,4092.0,7.0,5.0,1.6,7.800000000000001
43.35714285714284,0.9483603510638303,4157.0,7.0,5.0,4.7,3.1
44.392857142857125,2.0884268085106394,4137.0,7.0,5.0,3.1,7.8
45.42857142857141,2.2657242553191494,4240.0,7.0,5.0,0.0,7.8
46.464285714285694,1.2985606595744676,4204.0,7.0,5.0,3.1,6.2
47.49999999999998,0.9343963297872344,4287.0,7.0,6.0,1.6,6.2
48.53571428571426,0.9289996382978725,4121.0,7.0,5.0,0.0,10.9
49.57142857142855,0.9333722021276596,4098.0,7.0,5.0,1.5,10.9
50.60714285714283,0.9607965212765952,4201.0,7.0,5.0,0.0,3.1
51.64285714285712,1.2018754680851065,4158.0,7.0,5.0,1.6,9.4
52.6785714285714,2.0559087978723416,4268.0,7.0,5.0,3.1,4.7
53.71428571428569,1.6451741489361686,4154.0,7.0,5.0,0.0,4.7
54.74999999999997,1.5299486170212766,4104.0,7.0,5.0,0.0,7.8
55.785714285714256,1.232307765957446,4161.0,7.0,6.0,0.0,12.5
56.82142857142854,0.9956557127659565,4228.0,7.0,5.0,1.6,13.9
57.857142857142826,0.9886072340425531,4218.0,7.0,5.0,0.0,6.2
58.89285714285711,0.9918823510638295,4124.0,7.0,5.0,1.6,9.4
59.928571428571395,0.9342251170212764,4127.0,7.0,5.0,6.2,12.4
60.96428571428568,0.9451975425531923,4183.0,7.0,5.0,4.6,12.5
61.999999999999964,0.9780302446808503,4158.0,7.0,6.0,1.6,3.1
63.03571428571425,0.9680267978723404,4209.0,7.0,5.0,9.4,6.2
64.07142857142854,0.9660745957446806,4200.0,7.0,5.0,0.0,1.6
65.10714285714283,0.9803717234042554,4231.0,7.0,5.0,1.6,6.300000000000001
66.14285714285712,0.9548273191489361,4168.0,6.0,5.0,3.1,14.1
67.17857142857142,0.9572613510638298,4296.0,7.0,5.0,0.0,10.9
68.21428571428571,0.9347738723404247,4163.0,7.0,5.0,0.0,12.5
69.25,0.939785638297872,4360.0,7.0,5.0,3.1,20.3
70.28571428571429,0.9930881382978723,4151.0,7.0,5.0,4.7,4.7
71.32142857142858,0.9437205638297871,4210.0,7.0,5.0,1.6,6.2
72.35714285714288,0.9787624574468082,4202.0,7.0,5.0,4.7,10.9
73.39285714285717,0.9365836276595745,4161.0,7.0,5.0,0.0,6.2
74.42857142857146,0.9362247340425528,4111.0,7.0,5.0,1.6,3.1
75.46428571428575,0.9475447446808507,4193.0,7.0,5.0,1.6,7.8
76.50000000000004,1.0040654361702124,4153.0,7.0,5.0,4.7,7.800000000000001
77.53571428571433,0.9513029468085109,4378.0,7.0,5.0,3.1,6.2
78.57142857142863,0.9402893297872336,4214.0,7.0,6.0,1.6,4.7
79.60714285714292,0.9283023723404255,4168.0,7.0,5.0,1.6,4.6
80.64285714285721,0.9390392127659575,4229.0,7.0,5.0,0.0,4.7
81.6785714285715,0.9376921914893619,4260.0,7.0,5.0,1.6,9.4
82.7142857142858,0.9839530851063826,4120.0,7.0,5.0,4.7,9.4
83.75000000000009,0.9576722021276601,4146.0,7.0,5.0,3.1,4.7
84.78571428571438,0.9417501914893615,4136.0,7.0,5.0,3.1,12.5
85.82142857142867,0.9503497978723409,4228.0,7.0,5.0,0.0,3.1
86.85714285714296,0.9376205106382978,4237.0,7.0,5.0,3.1,6.2
87.89285714285725,0.9503850638297869,4128.0,7.0,5.0,1.6,15.6
88.92857142857154,0.9719727872340425,4186.0,7.0,5.0,1.6,6.2
89.96428571428584,0.9380266276595743,4189.0,7.0,5.0,3.1,4.7
91.00000000000013,0.9699546276595745,4228.0,7.0,5.0,6.2,9.4
92.03571428571442,0.9515311808510636,4225.0,7.0,6.0,0.0,7.8
93.07142857142871,0.9573333936170214,4200.0,7.0,5.0,0.0,4.7
94.107142857143,0.9486479468085104,4221.0,7.0,5.0,1.6,1.6
95.1428571428573,0.9714077021276596,4122.0,7.0,5.0,1.6,12.5
96.17857142857159,0.9576472553191492,4163.0,7.0,5.0,3.1,6.2
97.21428571428588,0.9437308510638301,4093.0,7.0,5.0,1.6,6.300000000000001
98.25000000000017,0.9304844999999999,4224.0,7.0,6.0,0.0,9.4
99.28571428571446,0.9281268191489361,4110.0,7.0,5.0,0.0,14.1
100.32142857142875,1.0116897127659576,4221.0,7.0,5.0,1.6,12.5
101.35714285714305,0.9829634255319143,4209.0,7.0,5.0,7.8,1.6
102.39285714285734,0.959179893617021,4181.0,7.0,5.0,6.2,7.800000000000001
103.42857142857163,0.9241485851063834,4216.0,7.0,5.0,4.7,10.9
104.46428571428592,0.939437627659574,4191.0,7.0,6.0,1.6,6.2
105.50000000000021,0.9479261170212767,4169.0,7.0,5.0,1.5,10.9
106.5357142857145,0.990967851063829,4189.0,7.0,6.0,3.1,17.2
107.5714285714288,0.9462644468085111,4199.0,7.0,5.0,1.6,12.5
108.60714285714309,0.9431943723404251,4088.0,7.0,5.0,1.6,7.800000000000001
109.64285714285738,0.928748212765958,4162.0,7.0,5.0,1.6,3.1
110.67857142857167,0.9422829148936169,4148.0,7.0,6.0,0.0,6.2
111.71428571428596,0.9512908404255321,4095.0,7.0,5.0,0.0,1.6
112.75000000000026,1.0126630957446805,4154.0,7.0,5.0,0.0,1.6
113.78571428571455,0.9342324680851067,4074.0,7.0,5.0,1.6,9.4
114.82142857142884,1.0123874042553194,4222.0,7.0,5.0,6.2,9.3
115.85714285714313,0.9664267659574469,4314.0,7.0,5.0,4.7,7.8
116.89285714285742,0.935946372340426,4319.0,7.0,5.0,3.1,9.4
117.92857142857171,0.9505939787234042,4276.0,7.0,5.0,3.1,7.8
118.964285714286,0.9957985638297878,4267.0,7.0,5.0,0.0,14.1
120.0000000000003,0.9481535531914891,4260.0,7.0,5.0,1.6,6.2
