Sec.,PowerMeter(ADC)
4,0.25423422674418605
5,0.2593089360465114
6,0.25320494186046505
7,0.25662325000000014
8,0.26605155232558114
9,0.26946255813953507
10,0.26703601162790663
11,0.26641935465116257
12,0.26521261627907
13,0.2696947325581394
14,0.2684366453488371
15,0.27416586046511643
16,0.2663617209302324
17,0.26709126744186057
18,0.2739429593023254
19,0.28196851162790687
20,0.27642978488372116
21,0.28827708139534874
22,0.287925308139535
23,0.2820744825581397
24,0.2828167093023259
25,0.27805727325581425
26,0.27143904069767455
27,0.2921685697674416
28,0.2757269999999998
29,0.27055884883720943
30,0.2771244941860466
31,0.2716117267441863
32,0.2735687906976743
33,0.26456043023255804
34,0.25712926162790706
35,0.26149704651162753
36,0.26994427906976726
37,0.2710888837209304
38,0.26676822674418577
39,0.266535220930233
40,0.2691940988372094
41,0.272458476744186
42,0.27596794767441857
43,0.27789800581395346
44,0.2810814418604651
45,0.27633649418604667
46,0.2813237558139535
47,0.2718128662790697
48,0.2851771976744188
49,0.2737069883720926
50,0.27054414534883714
51,0.2724152848837212
52,0.28601920348837184
53,0.3055509244186048
54,0.274579418604651
55,0.27769165116279065
56,0.2762460058139535
57,0.2751380232558141
58,0.28299383720930205
59,0.2792916860465116
60,0.2664368779069768
61,0.2555910988372092
62,0.25960322093023247
63,0.26871652325581374
64,0.2797765813953486
65,0.27421534883720927
66,0.27810692441860474
67,0.2812416162790695
68,0.2775857674418607
69,0.2760462151162791
70,0.2780966802325582
71,0.2804433720930232
72,0.27174013953488346
73,0.26901857558139536
74,0.2713009883720928
75,0.41297738372093024
76,0.37064516279069787
77,0.23733390116279068
78,0.21330080813953498
79,0.2118285058139535
80,0.3973217093023258
81,0.4175810813953494
82,0.28237161046511616
83,0.28862022093023226
84,0.2983064883720928
85,0.28519891860465135
86,0.2932978953488371
87,0.2951390058139536
88,0.29921518604651165
89,0.28612168023255863
90,0.28247488953488387
91,0.27766894186046537
92,0.2857459418604651
93,0.2787691104651163
94,0.27560130813953465
95,0.27963930813953497
96,0.27189897093023263
97,0.27375394186046526
98,0.2757169127906973
99,0.28184490697674447
100,0.2734071918604652
101,0.2740658023255814
102,0.27342945348837194
103,0.2807984941860468
104,0.27391552906976746
105,0.27653936046511657
106,0.27803374999999986
107,0.27747451744186047
108,0.2625723139534883
109,0.26208012790697655
110,0.2626674418604651
111,0.27314940697674417
112,0.2646107034883721
113,0.26846642441860497
114,0.26182915697674447
115,0.2685169883720927
116,0.26235392441860433
117,0.2754710232558138
118,0.2656442325581397
119,0.26751688372092985
120,0.2597896395348839
